"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","levelGroup","alias"
NA,"96c8d8a","324c6f949620532a60af6f14c7adac64","02012c8","Hill Dwarf","Acolyte",2019-04-13 23:33:49,"Cleric 3","Cleric","Life Domain",3,NA,25,18,10,10,13,14,16,7,"Lawful Good","History|Religion|Insight|Medicine","Warhammer|Crossbow, light","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2","Wis",NA,"Canada","CA","LG",NA,NA,"Dwarf","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2","Warhammer|Crossbow, Light","1-3","flamboyant_mcclintock"
"15b9be8","c40ae4f","bd4b46a7ee244d7a601f4e29efdb3d8d","e4e36da","Stout Halfling","Mercenary Veteran",2019-04-13 18:02:59,"Barbarian 1","Barbarian",NA,1,NA,15,16,15,17,16,8,8,8,"Chaotic Good","Athletics|Perception|Intimidation|Persuasion","Flail|Handaxe|Javelin",NA,"Int",NA,"United States","US","CG",NA,NA,"Halfling",NA,"Flail|Handaxe|Javelin","1-3","frosty_rubin"
"6c5b412","0a6ccc4","cd692021835d5f3088046bd45da26360","28ca25d","Envoy","Tinkerer",2019-04-13 15:14:31,"Fighter 3","Fighter","Eldritch Knight",3,NA,36,19,12,18,14,18,12,10,"Chaotic neutral","Stealth|Arcana|History|Investigation|Perception","Longbow|Rapier|Crossbow, light",NA,"Int","fighting style/Dueling","United States","US","CN",NA,NA,"Warforged",NA,"Longbow|Rapier|Crossbow, Light","1-3","recursing_agnesi"
"f9efe6a","c40ae4f","3aa5c9e681f96f349248088ddc6de05a","61388c7","Human","Entertainer",2019-04-13 12:57:04,"Rogue 1","Rogue",NA,1,NA,13,11,18,11,11,12,17,15,NA,"Acrobatics|Sleight of Hand|Stealth|Deception|Performance|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Persuasion","United States","US",NA,NA,NA,"Human",NA,"Shortsword|Shortbow|Dagger","1-3","zealous_sinoussi"
"3676e94","fe879a0","aa2ffb409e27358f1c120865043f0cf1","607ec3d","Air Genasi","Urban Bounty Hunter",2019-04-13 11:19:35,"Ranger 5|Cleric 1","Ranger|Cleric","Monster Slayer|Forge Domain",6,"Mage Slayer",70,16,9,18,14,10,16,12,NA,"Stealth|Investigation|Nature|Insight|Perception","Shortsword|Longbow|Cleric Longbow","Protection from Evil and Good*1|Identify*1|Searing Smite*1|Zone of Truth*2","Wis","fighting style/Archery","United States","US",NA,NA,NA,"Genasi","Protection from Evil and Good*1|Identify*1|Searing Smite*1|Zone of Truth*2","Shortsword|Longbow|Longbow","4-7","happy_lamarr"
NA,NA,"22b548ab47f11368cbfbc82e9b25e4db","001aba0","Orc","Outlander",2019-04-13 10:14:00,"Barbarian 5","Barbarian","Path of the Berserker",5,NA,55,14,18,13,16,8,12,8,NA,"Athletics|Animal Handling|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Orc",NA,"Greataxe|Handaxe|Javelin","4-7","modest_jang"
NA,NA,"195d164d4af71d3855a20f27782cdea2","b34202b","Half-Orc","Outlander",2019-04-13 10:13:55,"Ranger 7","Ranger","Hunter",7,NA,67,14,14,16,16,13,8,10,NA,"Athletics|Stealth|Insight|Perception|Survival|Intimidation","Shortsword|Longbow",NA,"Wis","fighting style/Archery","Canada","CA",NA,NA,NA,"Half-Orc",NA,"Shortsword|Longbow","4-7","wonderful_swanson"
NA,"a7b4a7e","5f1fb3c188e3bf24cb8238923604202f","c24d236","Human","Charlatan",2019-04-13 10:04:40,"Monk 10","Monk","Way of the Sun Soul",10,NA,83,18,12,20,16,11,16,13,NA,"Athletics|Acrobatics|Sleight of Hand|Deception","Shortsword|Dart|Unarmed Strike",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Human",NA,"Shortsword|Dart|Unarmed Strike","8-11","nervous_hopper"
NA,"a7b4a7e","e464dce782fcf36cf77e5bf1dda6819d","253a5b6","Human","Knight",2019-04-13 10:01:34,"Fighter 10","Fighter","Purple Dragon Knight",10,NA,94,13,20,16,16,10,12,14,NA,"Athletics|Religion|Insight|Perception|Persuasion","Greatsword|Warhammer|Longbow",NA,"Int","fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Human",NA,"Greatsword|Warhammer|Longbow","8-11","elastic_kapitsa"
NA,"a7b4a7e","210c7a4d81e14f4288b09e068477fdeb","8810c8f","Shadow Elf","Criminal",2019-04-13 09:33:15,"Rogue 10","Rogue","Assassin",10,NA,73,15,7,20,14,18,10,18,NA,"Acrobatics|Stealth|Investigation|Perception|Deception|Performance|Persuasion","Rapier|Shortbow|Dagger",NA,"Int","expertise/Performance*Deception*Stealth*Perception","Canada","CA",NA,NA,NA,"Elf",NA,"Rapier|Shortbow|Dagger","8-11","jovial_bhabha"
NA,"a7b4a7e","ad6f18fda82649a436a04e5a2128f7b0","8c88aa7","Dragonborn","Barbarian Tribe Member",2019-04-13 09:26:58,"Barbarian 10","Barbarian","Path of the Berserker",10,NA,105,14,18,13,16,10,12,14,NA,"Athletics|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Dragonborn",NA,"Greataxe|Handaxe|Javelin","8-11","elegant_euclid"
NA,"a7b4a7e","d5734560977659a06f670f69bc728fa6","4b3b6d7","Tiefling","Noble",2019-04-13 09:19:55,"Sorcerer 10","Sorcerer","Draconic Bloodline",10,NA,62,15,9,14,12,13,14,20,NA,"Arcana|History|Intimidation|Persuasion","Dagger","Fire Bolt*0|Shocking Grasp*0|Thunderclap*0|Ray Of Frost*0|Chill Touch*0|Prestidigitation*0|Thaumaturgy (Tiefling)*0|Burning Hands*1|Chromatic Orb*1|Magic Missile*1|Burning Hands*1|Hellish Rebuke (Tiefling)*2|Darkness (Tiefling)*2|Scorching Ray*2|Aganazzar's Scorcher*2|Dark Vision*2|Fireball*3|Lightning Bolt*3|Fireball*3|Fire Ball*4|Lightning Bolt*4|Polymorph*4|Cone Of Cold*5|Cone Of Cold*5","Cha","metamagic/Quickened Spell*Careful Spell*Empowered Spell","Canada","CA",NA,NA,NA,"Tiefling","Fire Bolt*0|Shocking Grasp*0|Thunderclap*0|Ray of Frost*0|Chill Touch*0|Prestidigitation*0|Thaumaturgy*0|Burning Hands*1|Chromatic Orb*1|Magic Missile*1|Burning Hands*1|*|Darkness*2|Scorching Ray*2|Aganazzar's Scorcher*2|Darkvision*2|Fireball*3|Lightning Bolt*3|Fireball*3|*|*|Polymorph*4|Cone of Cold*5|Cone of Cold*5","Dagger","8-11","nifty_dewdney"
"05e59ff","c6cf5f8","f6138b1e1feea03dcfaf4264a34560b7","f03460b","Tiefling","Urban Bounty Hunter",2019-04-13 07:40:04,"Rogue 1","Rogue",NA,1,NA,10,13,18,14,15,12,15,18,NA,"Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Thieves' Tools*Stealth","United States","US",NA,NA,NA,"Tiefling",NA,"Shortsword|Shortbow|Dagger","1-3","condescending_cori"
"8cae896",NA,"b14f32f0c00be2952f05c05c984348ce","b43cde7","Variant","Urchin",2019-04-13 02:46:16,"Rogue 1","Rogue",NA,1,NA,6,14,9,18,11,10,13,17,NA,"Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Stealth*Insight","United States","US",NA,NA,NA,"Half-Elf",NA,"Rapier|Shortbow|Dagger","1-3","tender_robinson"
"611870a","b2db0cc","fc2605eef4012d98cd6b96b144305c94","3d09f8f","Turtle","Soldier",2019-04-13 00:21:50,"Barbarian 1","Barbarian",NA,1,NA,14,19,16,8,14,8,16,12,"Chaotic - Neutral","Athletics|Animal Handling|Perception|Survival|Intimidation","Trident|Mace|Handaxe",NA,"Int",NA,"Costa Rica","CR","CN",NA,NA,"Turtle",NA,"Trident|Mace|Handaxe","1-3","epic_turing"
"db9cb35","8c0193b","b48dfa3cb211f7297d8525366aafbeb7","f818a5c","Dragonborn","Soldier",2019-04-12 22:22:08,"Paladin 1","Paladin",NA,1,NA,12,18,20,16,15,12,14,16,"Chaotic Good","Athletics|Insight|Intimidation|Persuasion","Longsword|Javelin",NA,"Cha",NA,"United States","US","CG",NA,NA,"Dragonborn",NA,"Longsword|Javelin","1-3","flamboyant_tesla"
"db9cb35","8c0193b","9a9d4ab3c2ee764a72faa22ae9b8abff","a3494a9","Wood Elf","Sage",2019-04-12 22:15:06,"Cleric 1","Cleric","Life Domain",1,NA,11,18,16,16,16,12,18,15,"Lawful Neutral","Arcana|History|Medicine|Perception|Persuasion","Mace|Crossbow, light","Bless*1|Cure Wounds*1","Wis",NA,"United States","US","LN",NA,NA,"Elf","Bless*1|Cure Wounds*1","Mace|Crossbow, Light","1-3","admiring_murdock"
"6c5b412","0a6ccc4","3b242b6676aaf0e3018f153d93222825","92bb67f","Vedalken","Urban Bounty Hunter",2019-04-12 20:12:24,"Fighter 3","Fighter","Eldritch Knight",3,NA,36,18,9,18,15,18,12,10,NA,"Stealth|Arcana|Insight|Perception|Survival","Rapier|Crossbow, light",NA,"Int","fighting style/Dueling","United States","US",NA,NA,NA,"Vedalken",NA,"Rapier|Crossbow, Light","1-3","quizzical_tereshkova"
"98d4a48","b26d7c1","28d54196bc7329882506fa1cce0bb302","6987b83","Tiefling","Far Traveler",2019-04-12 16:22:20,"Warlock 17","Warlock","The Fiend",17,"Ritual Caster|War Caster",105,13,11,16,12,15,18,15,"Chaotic Good","Arcana|Insight|Perception|Deception|Persuasion","Dagger|Crossbow, Light|Scimitar","Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Firebolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Hideous Laughter*1|Detect Thoughts*1|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5","Wis","eldritch invocations/Eyes of the Rune Keeper*Beguiling Influence*Sign of Ill Omen*Mire the Mind*Eldritch Sight*Devil's Sight|pact boon/Pact of the Chain","United States","US","CG",NA,NA,"Tiefling","Message*0|Shocking Grasp*0|True Strike*0|Minor Illusion*0|Fire Bolt*0|Chromatic Orb*1|Charm Person*1|Detect Magic*1|Tasha's Hideous Laughter*1|*|See Invisibility*2|Blink*3|Polymorph*4|Modify Memory*5|Telekinesis*5","Dagger|Crossbow, Light|Scimitar","16-18","keen_chandrasekhar"
"6fe9049","f7e092f","f3252c74235c772713c13b90279b8add","29c50fc","Wood Elf","Urban Bounty Hunter",2019-04-12 15:56:09,"Monk 3","Monk","Way of the Kensei",3,NA,30,16,8,17,15,8,16,8,NA,"Athletics|Acrobatics|Stealth|Insight|Perception","Unarmed strike|Longbow|Longsword",NA,"Int",NA,"United States","US",NA,NA,NA,"Elf",NA,"Unarmed Strike|Longbow|Longsword","1-3","angry_fermi"
"adf0f3c","4114250","9c2c49b73a0d8d05eede736d74ba41c8","2d76294","Bugbear","Urban Bounty Hunter",2019-04-12 08:48:38,"Fighter 5","Fighter","Samurai",5,"Great Weapon Master",44,18,17,13,13,7,11,13,"chaotic neutral","Athletics|Stealth|Animal Handling|Insight|Perception|Deception","Handaxe|Dagger|+1 Glaive|Knuckles Of Knock",NA,"Int","fighting style/Great Weapon Fighting","United States","US","CN",NA,NA,"Bugbear",NA,"Handaxe|Dagger|Glaive|","4-7","eloquent_dubinsky"
"adf0f3c","4114250","6d718c6f3e9c75ea86102a3c852eb56d","2d76294","Bugbear","Urban Bounty Hunter",2019-04-12 08:47:11,"Fighter 5","Fighter","Samurai",5,"Great Weapon Master",44,18,17,13,13,7,11,13,"chaotic neutral","Athletics|Stealth|Animal Handling|Insight|Perception|Deception","Handaxe|Greatsword|Dagger|+1 Glaive|Knuckles Of Knock|Longbow",NA,"Int","fighting style/Great Weapon Fighting","United States","US","CN",NA,NA,"Bugbear",NA,"Handaxe|Greatsword|Dagger|Glaive||Longbow","4-7","eloquent_dubinsky"
"adf0f3c","4114250","2f5cce64762e6f7dac078a2236f64b79","2d76294","Bugbear","Urban Bounty Hunter",2019-04-12 08:45:43,"Fighter 5","Fighter","Samurai",5,"Great Weapon Master",17,18,17,13,13,7,11,13,"chaotic neutral","Athletics|Stealth|Animal Handling|Insight|Perception|Deception","Handaxe|Greatsword|Dagger|+1 Glaive|Knuckles Of Knock|Longbow",NA,"Int","fighting style/Great Weapon Fighting","United States","US","CN",NA,NA,"Bugbear",NA,"Handaxe|Greatsword|Dagger|Glaive||Longbow","4-7","eloquent_dubinsky"
"057ff19","6ea1009","0e7361d69ccd831deca87bd228f7ea19","a600bd0","Lightfoot Halfling","Folk Hero",2019-04-12 01:32:20,"Ranger 3|Warlock 3","Ranger|Warlock","Beast Master|The Archfey",6,NA,48,14,10,17,8,12,13,15,"Lawful Neutral","Stealth|Nature|Animal Handling|Perception|Survival","Shortsword|Longbow",NA,"Wis","fighting style/Archery|pact boon/Pact of the Blade|eldritch invocations/Gaze of Two Minds*Beast Speech","United States","US","LN",NA,NA,"Halfling",NA,"Shortsword|Longbow","4-7","lucid_turing"
NA,"7a8151b","55185eb7780da9d6490f358f8f24275c","aa388a4","Goliath","Outlander",2019-04-11 21:00:01,"Blood Hunter 10","Blood Hunter","Order of the Lycan",10,"Great Weapon Master",84,19,19,14,14,12,10,8,NA,"Athletics|Acrobatics|Investigation|Insight|Survival","Greatsword|Crossbow, light|Unarmed strike|Rite|Greatsword",NA,"Int","blood curses/Mutual Suffering*Fallen Puppet*Eyeless|fighting style/Great Weapon Fighting|primal rites/Rite of the Frozen*Rite of the Flame","Canada","CA",NA,NA,NA,"Goliath",NA,"Greatsword|Crossbow, Light|Unarmed Strike||Greatsword","8-11","friendly_cartwright"
"6ae1673","e8ee61a","4abca6516123f9727f86a96581d8e522","90a942f","Dark Elf","Mercenary Veteran",2019-04-11 20:13:11,"Rogue 1","Rogue",NA,1,NA,8,15,14,18,10,15,11,13,NA,"Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Athletics","United States","US",NA,NA,NA,"Elf",NA,"Shortsword|Shortbow|Dagger","1-3","elated_galois"
"6ae1673","e8ee61a","6d3044c544e2c2501ae077d735cd259e","934a9fb","Bugbear","Sage",2019-04-11 20:11:31,"Sorcerer 1","Sorcerer","Wild Magic",1,NA,6,13,17,17,10,14,15,12,NA,"Stealth|Arcana|History|Deception|Persuasion","Crossbow, light|Dagger",NA,"Cha",NA,"United States","US",NA,NA,NA,"Bugbear",NA,"Crossbow, Light|Dagger","1-3","flamboyant_antonelli"
"6ae1673","e8ee61a","5b48a2d49b663cabfdf9760fd225736a","c08f3c3","Aarakocra","Soldier",2019-04-11 20:08:34,"Sorcerer 1","Sorcerer","Shadow Magic",1,NA,8,14,14,18,15,12,12,10,NA,"Athletics|Arcana|Deception|Intimidation","Dagger|Dagger",NA,"Cha",NA,"United States","US",NA,NA,NA,"Aarakocra",NA,"Dagger|Dagger","1-3","zealous_varahamihira"
"6ae1673","e8ee61a","24909e1cc2f71cd54993dfc5caa24d5a","8417dad","Dragonborn","Knight",2019-04-11 20:07:40,"Barbarian 1","Barbarian",NA,1,NA,13,13,18,15,12,10,14,12,NA,"Nature|Animal Handling|Intimidation|Persuasion","Longsword|Handaxe|Javelin",NA,"Int",NA,"United States","US",NA,NA,NA,"Dragonborn",NA,"Longsword|Handaxe|Javelin","1-3","boring_mcnulty"
NA,"8c04cfc","6099125edc9b8672c464456329acfc32","76c9f54","Human","Urchin",2019-04-11 19:41:19,"Fighter 2","Fighter",NA,2,"Sharpshooter",20,15,4,18,14,12,14,10,"Chaotic Good","Sleight of Hand|Stealth|Insight|Perception|Survival","Shortsword|Crossbow, heavy|Pistol|Musket",NA,"Int","fighting style/Archery","Canada","CA","CG",NA,NA,"Human",NA,"Shortsword|Crossbow, Heavy||","1-3","naughty_hawking"
NA,"8c04cfc","50f21db7031a7b26f325e9107b9e27b6","76c9f54","Human","Urchin",2019-04-11 19:33:36,"Fighter 1","Fighter",NA,1,"Sharpshooter",12,15,4,18,14,12,14,10,"Chaotic Good","Sleight of Hand|Stealth|Insight|Perception|Survival","Shortsword|Crossbow, heavy|Pistol|Musket",NA,"Int","fighting style/Archery","Canada","CA","CG",NA,NA,"Human",NA,"Shortsword|Crossbow, Heavy||","1-3","naughty_hawking"
NA,"49bc74c","74883429bccf6bf60a2724de1326fa02","ea27ee6","Aarakocra","Hermit",2019-04-11 16:20:52,"Druid 1","Druid",NA,1,NA,8,15,9,17,10,14,19,12,NA,"Nature|Religion|Medicine|Perception","Scimitar",NA,"Wis",NA,"Canada","CA",NA,NA,NA,"Aarakocra",NA,"Scimitar","1-3","zen_poitras"
NA,NA,"cef6a6de50a587545826ccf68c21d002","e393f7f","Orc","Criminal",2019-04-11 13:41:34,"Ranger 6","Ranger","Hunter",6,NA,52,16,12,17,14,10,14,8,NA,"Athletics|Stealth|Perception|Survival|Deception|Intimidation","Shortsword|Longbow",NA,"Wis","fighting style/Archery","Canada","CA",NA,NA,NA,"Orc",NA,"Shortsword|Longbow","4-7","sleepy_varahamihira"
"e6b5fd7","aaf512a","8a5a6b4b7b67e7d5cd2f3a26a589beea","a4a40b1","Wood Elf","Noble",2019-04-11 13:15:42,"Ranger 9","Ranger","Beast Master",9,"Mobile",67,15,10,20,13,12,16,8,NA,"History|Investigation|Animal Handling|Perception|Survival|Persuasion","Shortsword|Longbow",NA,"Wis","fighting style/Archery","United States","US",NA,NA,NA,"Elf",NA,"Shortsword|Longbow","8-11","determined_swanson"
"e6b5fd7","aaf512a","745576efeb2c5c0d7413f46342693be3","a4a40b1","Wood Elf","Noble",2019-04-11 13:12:34,"Ranger 8","Ranger","Beast Master",8,"Mobile",60,15,10,20,13,12,16,8,NA,"History|Investigation|Animal Handling|Perception|Survival|Persuasion","Shortsword|Longbow",NA,"Wis","fighting style/Archery","United States","US",NA,NA,NA,"Elf",NA,"Shortsword|Longbow","8-11","determined_swanson"
"afe8959","d34b71d","ce03a942bd5ca8b5324096d45d1af1af","f167efc","Human","Criminal",2019-04-10 22:41:51,"Rogue 5","Rogue","Inquisitive",5,"Observant",24,15,11,16,12,12,11,16,"Neutral","Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion","Dagger|Rapier",NA,"Int","expertise/Sleight of Hand*Persuasion","Australia","AU","NN",NA,NA,"Human",NA,"Dagger|Rapier","4-7","dreamy_fermi"
"798d95e",NA,"a87623f15029930869de797a5d9f505b","4166644","Fire Genasi","Criminal",2019-04-10 22:32:59,"Warlock 15","Warlock","The Archfey",15,"Lucky",123,11,8,10,16,12,11,20,NA,"Stealth|Arcana|Investigation|Deception","Crossbow, light|Dagger",NA,"Cha","eldritch invocations/Repelling Blast*Agonizing Blast*Book of Ancient Secrets*Sign of Ill Omen*Sculptor of Flesh*Ascendant Step*Bewitching Whispers|pact boon/Pact of the Tome","Australia","AU",NA,NA,NA,"Genasi",NA,"Crossbow, Light|Dagger","12-15","keen_jones"
"f1a8ef7","64c0dcb","f88fbe26ac18b72f3230b38c55e588c7","9179fbc","Aarakocra","Acolyte",2019-04-10 22:02:54,"Barbarian 20","Barbarian","Path of the Battlerager",20,"Tough|Grappler|Polearm Master|Sentinel",1105,66,103,101,103,99,100,99,NA,"Nature|Religion|Insight|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"New Zealand","NZ",NA,NA,NA,"Aarakocra",NA,"Greataxe|Handaxe|Javelin","19-20","sharp_almeida"
"f1a8ef7","07e40e1","4a8189ee387b970b719448d779a8b764","23c474b","Minotaur","Cloistered Scholar",2019-04-10 21:06:55,"Wizard 20","Wizard","School of Evocation",20,"War Caster",182,12,14,14,20,20,14,13,NA,"Arcana|History|Investigation|Medicine|Persuasion","Quarterstaff",NA,"Int",NA,"New Zealand","NZ",NA,NA,NA,"Minotaur",NA,"Quarterstaff","19-20","fervent_mendel"
"520de22","18f7cb0","53acd494fcdfb11636a2f5af804e1aee","1d2245a","Tabaxi","Knight",2019-04-10 19:36:32,"Paladin 5","Paladin","Oath of Devotion",5,NA,49,16,16,10,16,8,8,16,NA,"Athletics|Stealth|Arcana|Insight|Perception|Persuasion","Greatsword|Pike|Javelin","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Cha","fighting style/Great Weapon Fighting","United States","US",NA,NA,NA,"Tabaxi","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2","Greatsword|Pike|Javelin","4-7","dazzling_bohr"
NA,NA,"df25cb0e7bd5fb3c4ad1059cec930d3c","aa388a4","Human","Knight",2019-04-10 19:18:53,"Paladin 6|Sorcerer 4","Paladin|Sorcerer","Oath of Devotion|Shadow Magic",10,"Great Weapon Master|Resilient",86,19,18,8,16,8,8,16,NA,"Athletics|Arcana|Perception|Intimidation|Persuasion","Greatsword|Greataxe|Javelin","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Darkness*2","Cha","metamagic/Twinned Spell*Quickened Spell|fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Human","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Darkness*2","Greatsword|Greataxe|Javelin","8-11","friendly_cartwright"
NA,NA,"c5a46ec75bb976ddafd8fc2ba294a3a6","aa388a4","Human","Knight",2019-04-10 19:17:41,"Paladin 6|Sorcerer 4","Paladin|Sorcerer","Oath of Devotion|Shadow Magic",10,"Great Weapon Master|Resilient",86,19,18,8,16,8,8,16,NA,"Athletics|Arcana|Perception|Intimidation|Persuasion","Greatsword|Greataxe|Javelin|GWM","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Darkness*2","Cha","metamagic/Twinned Spell*Quickened Spell|fighting style/Great Weapon Fighting","Canada","CA",NA,NA,NA,"Human","Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Darkness*2","Greatsword|Greataxe|Javelin|","8-11","friendly_cartwright"
NA,"a23b2d0","d5a33e0db2c13bfdfdb3fabefc01423a","25c3769","Lightfoot Halfling","Entertainer",2019-04-10 19:13:08,"Bard 9","Bard","College of Swords",9,NA,78,21,12,20,14,19,14,18,NA,"Acrobatics|Sleight of Hand|Deception|Performance|Persuasion","Rapier|Longsword|Scimitar|Crossbow, Hand|Dagger|Flame Tongue","Minor Illusion*0|Dissonant Whispers*1","Cha","expertise/Performance|fighting style/Dueling","Canada","CA",NA,NA,NA,"Halfling","Minor Illusion*0|Dissonant Whispers*1","Rapier|Longsword|Scimitar|Crossbow, hand|Dagger|","8-11","trusting_stallman"
NA,NA,"d794663d05b7a1011af4937264e66991","747c85e","Human","Outlander",2019-04-10 19:10:08,"Revised Ranger 6|Rogue 4","Revised Ranger|Rogue","Hunter Conclave|Assassin",10,"Sharpshooter|Alert",80,16,12,18,14,10,14,8,NA,"Athletics|Stealth|Investigation|Insight|Perception|Survival","Longbow Full Volley|Scimitar|Longbow|Longsword Flametongue|Longbow",NA,"Wis","greater favored enemy/Fiends|fighting style/Archery|hunter's prey/Colossus Slayer|expertise/Stealth*Perception|favored enemy/Humanoids","Canada","CA",NA,NA,NA,"Human",NA,"Longbow|Scimitar|Longbow|Longsword|Longbow","8-11","gallant_austin"
NA,NA,"09cc9693f13b8abac274c6f678af3b44","df9971d","Human","Mercenary Veteran",2019-04-10 19:08:50,"Warlock 7","Warlock","The Hexblade",7,"War Caster",72,18,14,14,18,13,11,20,NA,"Athletics|Arcana|Deception|Persuasion","Longsword",NA,"Cha","pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Agonizing Blast*Thirsting Blade*Relentless Hex","Canada","CA",NA,NA,NA,"Human",NA,"Longsword","4-7","priceless_austin"
NA,NA,"b3856cf9944c7652b192c4643cb43320","747c85e","Human","Outlander",2019-04-10 19:07:09,"Revised Ranger 6|Rogue 4","Revised Ranger|Rogue","Hunter Conclave|Assassin",10,"Sharpshooter|Alert",80,16,12,18,14,10,14,8,NA,"Athletics|Stealth|Investigation|Insight|Perception|Survival","Hunter Mark|Colossus Slayer|Sharpshooter|Longbow Full Volley|Scimitar|Longbow|Longsword Flametongue|Longbow",NA,"Wis","greater favored enemy/Fiends|fighting style/Archery|hunter's prey/Colossus Slayer|favored enemy/Humanoids|expertise/Stealth*Perception","Canada","CA",NA,NA,NA,"Human",NA,"|||Longbow|Scimitar|Longbow|Longsword|Longbow","8-11","gallant_austin"
NA,"a23b2d0","a4b446bf2fadf94cd30b5c12b01351a6","e5b2988","High Elf","Hermit",2019-04-10 17:16:49,"Monk 9","Monk","Way of Shadow",9,"Skilled",86,19,13,20,16,14,18,10,NA,"Acrobatics|Sleight of Hand|Stealth|Investigation|Religion|Insight|Medicine|Perception","Dart|Unarmed strike|Earthbreaker's (M)|Dagger","Fire Bolt*0|Minor Illusion *0|Darkness 2ki*0|Dark Vision 2ki*0|Silence 2ki*0|Pass Without Trace 2ki*0","Int",NA,"Canada","CA",NA,NA,NA,"Elf","Fire Bolt*0|Minor Illusion*0|*|*|*|*","Dart|Unarmed Strike||Dagger","8-11","elastic_bassi"
