Class_ID,Class_Name,Ability,HP,Training,subclass,Proficiency
,Bard|Rogue,Arcana,22,Relaxation,|,Tough
,Ranger,Arcana,24,Stronghold,,War Caster
,Monk,Religion,10,Religious Service,,Defensive Duelist
,Ranger,Thievery,12,Pit Fighting,,Resilient
,Monk,Thievery,50,Gambling,Way of the Sun Soul,Mobile
,Bard,Diplomacy,30,Work,College of Swords,Great Weapon Master
,Blood Hunter,Dungeoneering,22,Research,,War Caster
,Sorcerer,Diplomacy,7,Buying a Magic Item,Phoenix,Prodigy
,Cleric,Nature,11,Selling a Magic Item,Grave Domain,Defensive Duelist
,Cleric,Dungeoneering,33,Crafting an Item,Life Domain,Shield Master
,Wizard,Stealth,174,Crime,School of Necromancy,Actor
,Wizard,Endurance,7,Gambling,,Polearm Master
,Fighter|Rogue,Streetwise,78,Language,Champion|Arcane Trickster,Defensive Duelist
,Fighter,Intimidate,28,Relaxation,Eldritch Knight,Tough
,Fighter|Barbarian,Streetwise,143,Gambling,Champion|Path of the Totem Warrior,Shield Master
,Monk,Bluff,41,Pit Fighting,Way of the Open Hand,Lucky
,Cleric,Nature,10,Relaxation,Forge Domain,Sentinel
,Barbarian,Diplomacy,115,Stronghold,Path of the Totem Warrior,Alert
,Bard,Endurance,61,Crafting an Item,College of Lore,War Caster
,Barbarian,Insight,65,Selling a Magic Item,Path of the Berserker,Crossbow Expert
,Barbarian,Bluff,38,Tool,Path of the Berserker,Dual Wielder
,Rogue,Athletics,24,Selling a Magic Item,Swashbuckler,Medium Armor
,Paladin,Insight,31,Scribing a Spell Scroll,Oath of Conquest,Spell Sniper
,Fighter,Stealth,32,Religious Service,Arcane Archer,Spell Sniper
,Sorcerer,Nature,20,Scribing a Spell Scroll,Storm Sorcery,Observent
,Warlock,Stealth,51,Research,The Hexblade,Polearm Master
,Ranger,Dungeoneering,12,Buying a Magic Item,,Resilient
,Barbarian,Athletics,95,Sowing Rumors,Path of the Berserker,Sentinel
,Barbarian,Thievery,60,Crime,Path of the Ancestral Guardian,Dual Wielder
,Fighter,Bluff,11,Sowing Rumors,,Medium Armor
,Rogue,Diplomacy,24,Stronghold,Arcane Trickster,Actor
,Wizard,Thievery,87,Work,Lore Mastery,Sharpshooter
,Barbarian,Nature,75,Work,Path of the Battlerager,Elven Accuracy
,Paladin|Warlock,Bluff,32,Sacred Rites,Oath of Ancients|The Great Old One,War Caster
,Wizard,Thievery,8,Language,,Elven Accuracy
,Monk,Insight,11,Stronghold,,Actor
,Paladin,Dungeoneering,19,Religious Service,,Shield Master
,Paladin,Nature,10,Sowing Rumors,,Lucky
,Barbarian,Heal,75,Relaxation,Path of the Battlerager,Dual Wielder
,Barbarian,Bluff,75,Carousing,Path of the Battlerager,Alert
,Rogue,Athletics,9,Carousing,,War Caster
,Fighter,Athletics,40,Gambling,Eldritch Knight,Dual Wielder
,Fighter,Nature,40,Language,Eldritch Knight,Great Weapon Master
,Monk,Insight,35,Crime,Way of the Kensei,Observent
,Barbarian,Streetwise,38,Buying a Magic Item,Path of the Ancestral Guardian,Actor
,Fighter,Nature,28,Carousing,Battle Master,Elven Accuracy
,Ranger,Insight,12,Gambling,,Tough
,Monk,Religion,11,Research,,Lucky
,Paladin,Endurance,12,Crime,,Prodigy
,Ranger,Bluff,13,Selling a Magic Item,,Prodigy
,Druid,Heal,11,Pit Fighting,,Mobile
,Ranger,Insight,12,Research,,Actor
,Druid,Dungeoneering,35,Tool,Circle of the Land,Elven Accuracy
,Fighter,Religion,40,Language,Eldritch Knight,Dual Wielder
,Bard,Endurance,9,Buying a Magic Item,,Lucky
,Bard,Dungeoneering,9,Stronghold,,Lucky
,Warlock,Dungeoneering,10,Crime,The Great Old One,Resilient
,Rogue,Stealth,9,Selling a Magic Item,,Observent
,Fighter,Insight,20,Work,,Sharpshooter
,Barbarian,Insight,27,Tool,,Sentinel
,Bard,Insight,14,Gambling,College of Glamour,Lucky
,Paladin,Athletics,151,Language,Oath of Ancients,Elven Accuracy
,Sorcerer|Warlock,Diplomacy,105,Buying a Magic Item,Divine Soul|The Hexblade,War Caster
,Sorcerer,Arcana,81,Scribing a Spell Scroll,Wild Magic,Observent
,Fighter,Intimidate,189,Sacred Rites,Battle Master,Sharpshooter
,Sorcerer,Bluff,20,Work,Divine Soul,Sentinel
,Monk,Diplomacy,27,Religious Service,Way of the Drunken Master,Dual Wielder
,Cleric,Dungeoneering,18,Pit Fighting,Tempest Domain,Prodigy
,Warlock,Insight,77,Scribing a Spell Scroll,The Undying,Dual Wielder
,Wizard,Dungeoneering,115,Tool,School of Necromancy,Spell Sniper
,Fighter,Arcana,284,Crafting an Item,Battle Master,Polearm Master
,Revised Ranger,Thievery,56,Sacred Rites,Horizon Walker,Prodigy
,Wizard,Nature,7,Selling a Magic Item,,Dual Wielder
,Warlock,Heal,11,Research,The Archfey,Sharpshooter
,Barbarian,Arcana,14,Work,,Sharpshooter
,Cleric,Intimidate,96,Crafting an Item,Life Domain,Elven Accuracy
,Revised Ranger,Dungeoneering,46,Sacred Rites,Horizon Walker,Great Weapon Master
,Druid,Thievery,104,Stronghold,Circle of the Moon,Spell Sniper
,Revised Ranger,Bluff,46,Language,Horizon Walker,Alert
,Rogue,Heal,10,Relaxation,,Sentinel
,Bard,Thievery,7,Buying a Magic Item,,Spell Sniper
,Fighter,Dungeoneering,33,Language,Eldritch Knight,Lucky
,Bard,Thievery,7,Religious Service,,Sharpshooter
,Fighter,Arcana,36,Tool,Gunslinger,Actor
,Druid,Nature,160,Scribing a Spell Scroll,Circle of Twilight,War Caster
,Druid,Streetwise,30,Crafting an Item,Circle of Twilight,Lucky
,Fighter,Endurance,46,Relaxation,Eldritch Knight,Alert
,Barbarian,Athletics,302,Sowing Rumors,Path of the Limit Breaker,Great Weapon Master
,Barbarian,Athletics,51,Stronghold,Path of the Limit Breaker,Polearm Master
,Sorcerer,Athletics,24,Selling a Magic Item,Draconic Bloodline,Elven Accuracy
,Bard|Fighter,Insight,22,Sacred Rites,|,Resilient
,Sorcerer,Arcana,160,Tool,Draconic Bloodline,Actor
,Fighter|Rogue,Bluff,194,Work,Gunslinger|Assassin,Sentinel
,Sorcerer,Intimidate,160,Crafting an Item,Draconic Bloodline,Resilient
,Bard,Stealth,10,Buying a Magic Item,,Elven Accuracy
,Paladin,Intimidate,27,Language,,Dual Wielder
,Paladin,Insight,73,Sowing Rumors,Oath of Vengeance,Prodigy
,Revised Ranger,Diplomacy,59,Scribing a Spell Scroll,Deep Stalker Conclave,Lucky
,Rogue,Bluff,54,Gambling,Assassin,Shield Master
,Wizard,Streetwise,46,Religious Service,Bladesinging,Elven Accuracy
,Sorcerer,Endurance,47,Work,Divine Soul,Spell Sniper
,Warlock,Dungeoneering,75,Work,The Hexblade,Sharpshooter
,Monk,Dungeoneering,8,Religious Service,,Resilient
,Rogue|Fighter,Thievery,31,Stronghold,Thief|,Tough
,Cleric,Thievery,8,Tool,Knowledge Domain,Shield Master
,Cleric|Wizard,Arcana,34,Gambling,Tempest Domain|School of Divination,Elven Accuracy
,Mystic,Religion,129,Tool,Order of the Awakened,Lucky
,Artificer,Nature,129,Crime,Gunsmith,Elven Accuracy
,Paladin|Sorcerer,Heal,78,Scribing a Spell Scroll,|Draconic Bloodline,Spell Sniper
,Mystic,Heal,22,Sacred Rites,Order of the Nomad,Tough
,Bard,Nature,8,Work,,Elven Accuracy
,Paladin|Cleric,Endurance,61,Stronghold,Oath of Ancients|Nature Domain,War Caster
,Ranger,Endurance,36,Carousing,Gloom Stalker,War Caster
,Rogue,Endurance,9,Tool,,Prodigy
,Fighter|Rogue,Heal,71,Relaxation,Champion|Arcane Trickster,Resilient
,Monk,Endurance,41,Relaxation,Way of the Open Hand,War Caster
,Druid,Athletics,10,Carousing,Circle of Dreams,Elven Accuracy
,Rogue,Heal,13,Carousing,Mastermind,Sentinel
,Druid,Dungeoneering,10,Pit Fighting,,Mobile
,Rogue,Bluff,65,Language,Assassin,Medium Armor
,Mystic,Religion,24,Language,Order of the Nomad,Great Weapon Master
,Monk,Endurance,18,Work,Way of the Drunken Master,Great Weapon Master
,Ranger,Athletics,44,Research,Gloom Stalker,Actor
,Cleric,Diplomacy,18,Language,Life Domain,Alert
,Paladin,Intimidate,29,Selling a Magic Item,Oath of Redemption,Sentinel
,Ranger,Nature,12,Crime,,Elven Accuracy
,Barbarian,Nature,14,Crime,,Spell Sniper
,Warlock,Insight,37,Selling a Magic Item,The Celestial,Tough
,Barbarian,Arcana,49,Crafting an Item,Path of the Berserker,Sentinel
,Warlock,Diplomacy,8,Pit Fighting,The Hexblade,Medium Armor
,Cleric,Religion,17,Pit Fighting,Life Domain,Mobile
,Wizard,Thievery,72,Buying a Magic Item,School of Illusion,Actor
,Rogue,Thievery,8,Pit Fighting,,Actor
,Fighter,Bluff,138,Work,Champion,Sharpshooter
,Wizard,Insight,20,Sowing Rumors,School of Divination,Prodigy
,Fighter,Diplomacy,130,Stronghold,Champion,Crossbow Expert
,Rogue,Stealth,120,Pit Fighting,Assassin,Crossbow Expert
,Ranger|Rogue,Intimidate,149,Buying a Magic Item,Beast Master|Assassin,Dual Wielder
,Mystic,Intimidate,10,Carousing,Order of the Awakened,Medium Armor
,Cleric,Heal,40,Religious Service,Death Domain,Medium Armor
,Cleric,Diplomacy,24,Stronghold,Life Domain,Dual Wielder
,Monk,Stealth,10,Carousing,,Observent
,Warlock,Dungeoneering,12,Stronghold,The Hexblade,Resilient
,Monk|Fighter,Thievery,50,Work,Way of the Kensei|Arcane Archer,Alert
,Wizard,Diplomacy,124,Scribing a Spell Scroll,School of Divination,Prodigy
,Sorcerer,Stealth,21,Relaxation,Wild Magic,Observent
,Sorcerer,Stealth,21,Pit Fighting,Wild Magic,Spell Sniper
,Sorcerer|Bard|Warlock|Wizard|Monk,Endurance,962,Buying a Magic Item,Phoenix|College of Lore|The Undying|School of Transmutation|Drunken Master,Lucky
,Ranger,Stealth,41,Tool,Hunter,Great Weapon Master
,Sorcerer,Thievery,68,Work,Storm Sorcery,Polearm Master
,Monk,Dungeoneering,57,Tool,Way of the Kensei,Great Weapon Master
,Rogue,Religion,36,Crime,Assassin,Shield Master
,Bard,Diplomacy,121,Relaxation,College of Glamour,Prodigy
,Warlock,Heal,10,Pit Fighting,The Great Old One,Medium Armor
,Ranger,Diplomacy,11,Buying a Magic Item,,Sharpshooter
,Druid,Religion,19,Stronghold,Circle of the Moon,Defensive Duelist
,Druid,Intimidate,19,Crime,Circle of the Moon,Resilient
,Druid,Streetwise,19,Work,Circle of the Moon,Actor
,Cleric,Heal,59,Crafting an Item,War Domain,Elven Accuracy
,Cleric,Intimidate,59,Crafting an Item,War Domain,Observent
,Rogue,Streetwise,36,Pit Fighting,Thief,Medium Armor
,Druid,Athletics,33,Scribing a Spell Scroll,Circle of the Moon,War Caster
,Rogue,Stealth,49,Sacred Rites,Arcane Trickster,Resilient
,Ranger,Streetwise,59,Carousing,Monster Slayer,Shield Master
,Warlock,Thievery,87,Relaxation,The Fiend,Polearm Master
,Warlock,Stealth,41,Sacred Rites,The Great Old One,Alert
,Wizard,Bluff,7,Stronghold,,Actor
,Wizard,Insight,9,Gambling,,Prodigy
,Wizard,Intimidate,9,Religious Service,,Medium Armor
,Rogue,Dungeoneering,9,Gambling,,Mobile
,Warlock,Streetwise,17,Relaxation,The Great Old One,Tough
,Ranger,Religion,25,Sowing Rumors,Beast Master,Sentinel
,Druid,Insight,26,Tool,Circle of the Moon,Resilient
,Bard,Stealth,29,Buying a Magic Item,College of Glamour,Mobile
,Barbarian,Religion,48,Crime,Path of the Battlerager,Mobile
,Wizard,Arcana,30,Work,School of Abjuration,Shield Master
,Cleric|Rogue,Arcana,24,Sacred Rites,Knowledge Domain|,Tough
,Cleric,Athletics,37,Carousing,Death Domain,Alert
,Fighter,Stealth,46,Tool,Champion,Medium Armor
,Barbarian|Ranger,Insight,40,Language,|,Shield Master
,Monk,Endurance,47,Pit Fighting,Way of the Drunken Master,Mobile
,Druid,Arcana,33,Pit Fighting,Circle of Spores,Polearm Master
,Fighter,Nature,44,Pit Fighting,Eldritch Knight,Polearm Master
,Rogue,Insight,9,Sacred Rites,,Tough
,Rogue,Streetwise,9,Crafting an Item,,Great Weapon Master
,Sorcerer,Insight,45,Selling a Magic Item,Wild Magic,Dual Wielder
,Ranger,Bluff,12,Religious Service,,Prodigy
,Monk,Streetwise,33,Pit Fighting,Way of the Open Hand,Sentinel
,Barbarian,Streetwise,58,Gambling,Path of the Storm Herald,Crossbow Expert
,Wizard,Endurance,27,Stronghold,School of Evocation,Shield Master
,Ranger,Endurance,44,Stronghold,Monster Slayer,Dual Wielder
,Sorcerer,Bluff,35,Tool,Divine Soul,War Caster
,Barbarian,Endurance,53,Pit Fighting,Path of the Totem Warrior,Actor
,Paladin,Diplomacy,37,Crime,Oath of Conquest,Crossbow Expert
,Cleric,Nature,42,Crime,Arcana Domain,Alert
,Rogue,Thievery,36,Religious Service,Mastermind,Observent
,Cleric,Intimidate,23,Work,Life Domain,Actor
,Fighter|Rogue|Cleric,Arcana,123,Scribing a Spell Scroll,|Assassin|Trickery Domain,Observent
,Bard,Nature,38,Gambling,College of Swords,Defensive Duelist
,Rogue|Bard|Ranger,Diplomacy,26,Buying a Magic Item,||Gloom Stalker,Actor
,Wizard,Stealth,32,Buying a Magic Item,School of Illusion,Defensive Duelist
,Ranger,Endurance,46,Crime,Beast Master,Tough
,Druid,Arcana,56,Sowing Rumors,Circle of the Moon,Alert
,Rogue,Dungeoneering,41,Sowing Rumors,Swashbuckler,War Caster
,Druid,Streetwise,32,Sacred Rites,Circle of the Moon,Sentinel
,Cleric,Stealth,9,Crafting an Item,Knowledge Domain,War Caster
,Warlock,Streetwise,29,Crafting an Item,The Great Old One,War Caster
,Barbarian,Intimidate,14,Crime,,Resilient
,Rogue,Nature,11,Sacred Rites,,Dual Wielder
,Sorcerer,Heal,7,Sacred Rites,Wild Magic,Dual Wielder
,Bard,Dungeoneering,40,Crime,College of Valor,Sentinel
,Druid,Thievery,45,Sacred Rites,Circle of the Moon,Sentinel
,Paladin,Heal,45,Scribing a Spell Scroll,Oath of Devotion,War Caster
,Monk,Insight,38,Scribing a Spell Scroll,Way of the Sun Soul,Polearm Master
,Sorcerer,Athletics,20,Tool,Draconic Bloodline,Alert
,Fighter,Religion,40,Selling a Magic Item,Samurai,Spell Sniper
,Bard,Endurance,35,Sowing Rumors,College of Glamour,Medium Armor
,Druid,Arcana,39,Crafting an Item,Circle of Dreams,Resilient
,Fighter,Intimidate,46,Relaxation,Purple Dragon Knight,Polearm Master
,Mystic,Streetwise,12,Research,Order of the Immortal,Observent
,Warlock,Thievery,33,Relaxation,The Archfey,Mobile
,Fighter|Cleric,Arcana,137,Scribing a Spell Scroll,Battle Master|Forge Domain,Prodigy
,Cleric,Religion,47,Stronghold,War Domain,Shield Master
,Barbarian|Fighter,Arcana,22,Gambling,|,Dual Wielder
,Fighter,Streetwise,31,Sowing Rumors,Eldritch Knight,Crossbow Expert
,Bard,Thievery,7,Religious Service,,Polearm Master
,Wizard,Insight,14,Sacred Rites,School of Divination,Tough
,Rogue|Fighter,Bluff,45,Research,Scout|,Mobile
,Ranger,Intimidate,31,Sacred Rites,Horizon Walker,Medium Armor
,Ranger,Religion,31,Tool,Hunter,Medium Armor
,Bard,Endurance,24,Carousing,College of Glamour,Defensive Duelist
,Sorcerer,Religion,6,Stronghold,Wild Magic,Mobile
,Fighter,Streetwise,28,Selling a Magic Item,Samurai,Observent
,Sorcerer,Bluff,14,Crafting an Item,Wild Magic,Shield Master
,Rogue,Streetwise,24,Sowing Rumors,Mastermind,Alert
,Warlock,Diplomacy,15,Gambling,The Fiend,Sentinel
,Barbarian,Diplomacy,32,Sowing Rumors,Path of the Zealot,Prodigy
,Monk,Heal,24,Work,Way of the Open Hand,Resilient
,Ranger,Thievery,25,Buying a Magic Item,Hunter,Medium Armor
,Wizard,Insight,14,Crafting an Item,School of Divination,Polearm Master
,Cleric,Intimidate,21,Pit Fighting,Knowledge Domain,Lucky
,Paladin,Stealth,31,Religious Service,Oath of Devotion,Sentinel
,Druid,Thievery,27,Scribing a Spell Scroll,Circle of Spores,Medium Armor
,Paladin|Warlock,Insight,113,Selling a Magic Item,Oath of Vengeance|The Celestial,Sentinel
,Sorcerer,Arcana,9,Religious Service,Draconic Bloodline,Lucky
,Druid,Endurance,31,Scribing a Spell Scroll,Circle of the Moon,Elven Accuracy
,Monk|Wizard,Intimidate,71,Scribing a Spell Scroll,Way of the Long Death|School of Illusion,Prodigy
,Barbarian,Dungeoneering,18,Stronghold,,War Caster
,Barbarian,Nature,90,Research,Path of the Storm Herald,War Caster
,Rogue,Streetwise,46,Work,Thief,Actor
,Cleric,Athletics,11,Language,Grave Domain,Elven Accuracy
,Fighter,Insight,264,Religious Service,Champion,Prodigy
,Rogue,Thievery,27,Relaxation,Scout,Tough
,Rogue|Ranger,Thievery,48,Research,Scout|Hunter,Sentinel
,Fighter,Dungeoneering,44,Scribing a Spell Scroll,Samurai,Lucky
,Fighter,Insight,44,Crafting an Item,Samurai,Mobile
,Fighter,Diplomacy,264,Religious Service,Champion,Tough
,Druid,Heal,33,Stronghold,Circle of Dreams,Crossbow Expert
,Wizard,Heal,43,Research,School of Necromancy,Spell Sniper
,Paladin,Dungeoneering,30,Pit Fighting,Oath of Devotion,Lucky
,Warlock,Thievery,10,Scribing a Spell Scroll,The Great Old One,Prodigy
,Ranger,Diplomacy,44,Pit Fighting,Hunter,Medium Armor
,Fighter,Nature,24,Language,,Resilient
,Sorcerer|Cleric,Arcana,212,Work,Divine Soul|Life Domain,Spell Sniper
,Fighter,Intimidate,23,Research,Champion,Sharpshooter
,Rogue|Sorcerer,Nature,52,Tool,Arcane Trickster|Wild Magic,Mobile
,Fighter,Thievery,40,Gambling,Champion,Resilient
,Monk,Athletics,83,Gambling,Way of the Open Hand,Tough
,Warlock,Arcana,87,Religious Service,The Fiend,Alert
,Paladin,Arcana,13,Tool,,Spell Sniper
,Barbarian,Thievery,42,Crime,Path of the Totem Warrior,Shield Master
,Paladin,Heal,11,Work,,Crossbow Expert
,Fighter,Streetwise,28,Research,Samurai,Sentinel
,Sorcerer,Diplomacy,4,Gambling,Draconic Bloodline,Dual Wielder
,Cleric,Athletics,17,Pit Fighting,Life Domain,War Caster
,Fighter,Heal,44,Language,Cavalier,Lucky
,Cleric,Endurance,11,Gambling,Life Domain,Great Weapon Master
,Paladin,Insight,12,Sacred Rites,,Observent
,Fighter,Intimidate,46,Buying a Magic Item,Battle Master,Sentinel
,Cleric|Fighter,Religion,82,Tool,Life Domain|,Medium Armor
,Fighter,Diplomacy,17,Gambling,,Elven Accuracy
,Cleric,Insight,16,Crime,Life Domain,Prodigy
,Fighter,Dungeoneering,72,Selling a Magic Item,Battle Master,Resilient
,Paladin,Bluff,6,Scribing a Spell Scroll,,Observent
,Fighter,Intimidate,12,Language,,Mobile
,Fighter,Bluff,12,Sowing Rumors,,Observent
,Paladin,Insight,21,Crafting an Item,,Medium Armor
,Warlock,Insight,10,Buying a Magic Item,The Great Old One,War Caster
,Cleric,Nature,10,Research,War Domain,Shield Master
,Rogue,Diplomacy,17,Gambling,,Polearm Master
,Paladin,Endurance,22,Relaxation,,Tough
,Fighter,Bluff,24,Selling a Magic Item,,Crossbow Expert
,Cleric,Stealth,40,Tool,Forge Domain,Tough
,Rogue|Sorcerer|Fighter,Diplomacy,65,Sowing Rumors,|Divine Soul|Arcane Archer,Sentinel
,Barbarian,Bluff,81,Stronghold,Path of the Storm Herald,Elven Accuracy
,Druid|Warlock,Nature,150,Research,Circle of Dreams|The Great Old One,Actor
,Paladin,Streetwise,11,Scribing a Spell Scroll,,Observent
,Bard,Bluff,34,Research,College of Lore,Sharpshooter
,Druid,Endurance,27,Crafting an Item,Circle of the Shepherd,Observent
,Rogue,Athletics,21,Gambling,Arcane Trickster,Lucky
,Cleric,Dungeoneering,33,Pit Fighting,War Domain,Mobile
,Rogue,Endurance,44,Crime,Mastermind,War Caster
,Wizard,Thievery,8,Tool,,Shield Master
,Fighter,Endurance,12,Religious Service,,Actor
,Paladin,Religion,59,Tool,Oath of Redemption,Great Weapon Master
,Cleric,Bluff,138,Religious Service,Forge Domain,Great Weapon Master
,Cleric,Bluff,12,Crafting an Item,Light Domain,Shield Master
,Fighter,Stealth,176,Selling a Magic Item,Champion,Alert
,Wizard|Rogue,Heal,83,Religious Service,School of Conjuration|Arcane Trickster,Elven Accuracy
,Cleric,Stealth,23,Work,Knowledge Domain,Actor
,Rogue|Bard,Insight,38,Pit Fighting,Arcane Trickster|,Prodigy
,Fighter,Endurance,49,Language,Samurai,Sentinel
,Barbarian,Bluff,55,Crafting an Item,Path of the Storm Herald,Sharpshooter
,Fighter|Rogue,Streetwise,43,Work,Champion|,Lucky
,Paladin,Stealth,54,Work,Oath of Ancients,Lucky
,Fighter|Barbarian,Insight,45,Tool,Battle Master|,Lucky
,Fighter,Intimidate,44,Relaxation,Champion,Elven Accuracy
,Bard,Religion,45,Relaxation,College of Lore,Observent
,Bard,Thievery,21,Research,College of Lore,Sharpshooter
,Cleric,Dungeoneering,12,Buying a Magic Item,Tempest Domain,Dual Wielder
,Wizard,Diplomacy,9,Crafting an Item,,Medium Armor
,Ranger|Sorcerer,Streetwise,71,Buying a Magic Item,|Draconic Bloodline,Actor
,Bard,Thievery,4,Pit Fighting,,Tough
,Bard,Intimidate,5,Carousing,,Mobile
,Bard,Dungeoneering,4,Carousing,,Prodigy
,Druid,Intimidate,134,Crafting an Item,Circle of the Moon,Dual Wielder
,Paladin,Heal,131,Selling a Magic Item,Oath of Devotion,Prodigy
,Sorcerer,Religion,35,Sacred Rites,Revised Favored Soul,Resilient
,Ranger|Rogue|Fighter,Heal,219,Scribing a Spell Scroll,Hunter|Assassin|Eldritch Knight,Crossbow Expert
,Ranger,Religion,70,Sowing Rumors,Hunter,Polearm Master
,Barbarian,Athletics,95,Pit Fighting,Path of the Berserker,Observent
,Fighter|Rogue|Monk,Dungeoneering,101,Work,Samurai|Swashbuckler|,Medium Armor
,Warlock,Endurance,27,Relaxation,The Celestial,Sentinel
,Wizard,Intimidate,8,Crafting an Item,,Prodigy
,Paladin,Diplomacy,74,Relaxation,Oath of Ancients,Resilient
,Bard,Stealth,63,Selling a Magic Item,College of Whispers,Crossbow Expert
,Rogue|Ranger,Dungeoneering,76,Pit Fighting,Scout|Gloom Stalker,Sharpshooter
,Sorcerer|Cleric,Insight,51,Language,Divine Soul|Life Domain,Polearm Master
,Druid,Stealth,65,Research,Circle of the Moon,Resilient
