BG_ID,BG_Name,Story,Job,Characteristics
,Guild Artisan,To be written by player,Aporthecary,Detached
,Charlatan,To be written by player,Outcast,Uncivilized
,Criminal,To be written by player,Law Enforcement,Hard of hearing
,Hermit,To be written by player,Dilettante,Slow
,Outlander,To be written by player,Novitiate,Absent-Minded
,Criminal,To be written by player,Psychic,Specialized
,Sage,To be written by player,Criminal,Slow
,Folk Hero,To be written by player,Adventurer,Easygoing
,Folk Hero,To be written by player,Creative,Relentless
,Urban Bounty Hunter,To be written by player,Adventurer,Absent-Minded
,Criminal/Hired Killer,To be written by player,Student,Relentless
,Outlander,To be written by player,Shadow Scholar,Slow
,Far Traveler,To be written by player,Doctor,Honest
,Outlander,To be written by player,Investigative,Hardy
,Soldier,To be written by player,Scavenger,Focused
,Rakdos cultist,To be written by player,White Collar,Inattentive
,Charlatan,To be written by player,Rural,Brawler
,Noble,To be written by player,Emergency Services,Dishonesty
,Outlander,To be written by player,Heir,Relentless
,Acolyte,To be written by player,Doctor,Hardy
,Entertainer,To be written by player,Entrepreneur,Hard of hearing
,City Watch/Investigator,To be written by player,Religious,Easygoing
,Far Traveler,To be written by player,Law Enforcement,Specialized
,Barbarian Tribe Member,To be written by player,White Collar,Hard of hearing
,Criminal,To be written by player,Colonist,Abrasiveness
,Entertainer,To be written by player,Aporthecary,Dishonesty
,Cloistered Scholar,To be written by player,Aporthecary,Slow
,Outlander,To be written by player,Aporthecary,Inattentive
,Urban Bounty Hunter,To be written by player,Scavenger,Distinctive
,Criminal,To be written by player,Novitiate,Cautious
,Folk Hero,To be written by player,Heir,Inattentive
,Haunted One,To be written by player,Transporter,Specialized
,Haunted One,To be written by player,Academic,Slow
,Soldier,To be written by player,Celebrity,Detached
,Outlander,To be written by player,Squire,Specialized
,Noble,To be written by player,Rural,Polite
,Far Traveler,To be written by player,Creative,Inattentive
,Cloistered Scholar,To be written by player,Military,Specialized
,Soldier,To be written by player,Doctor,Slow
,Hermit,To be written by player,Religious,Hard of hearing
,Urchin,To be written by player,Squire,Suspicious
,Cloistered Scholar,To be written by player,Rural,Easygoing
,Cloistered Scholar,To be written by player,Scavenger,Cautious
,Urban Bounty Hunter,To be written by player,Emergency Services, Illiterate
,Entertainer,To be written by player,Heir,Easygoing
,Entertainer,To be written by player,Rural,Slow
,Entertainer,To be written by player,Entrepreneur,Distinctive
,Tinkerer,To be written by player,Dilettante, Illiterate
,Tinkerer,To be written by player,Student,Distinctive
,Soldier,To be written by player,Rural,Cautious
,Hermit,To be written by player,Law Enforcement,Detached
,Criminal,To be written by player,Technician,Distinctive
,Criminal,To be written by player,Aporthecary,Dishonesty
,Soldier,To be written by player,Aporthecary,Focused
,Sailor,To be written by player,Blue Collar,Polite
,Acolyte,To be written by player,Technician,Honest
,Far Traveler,To be written by player,Scavenger,Suspicious
,Far Traveler,To be written by player,Technician,Detached
,Far Traveler,To be written by player,Doctor,Hardy
,Clan Crafter,To be written by player,Adventurer,Honest
,Acolyte,To be written by player,Creative,Polite
,Entertainer,To be written by player,Law Enforcement,Distinctive
,Cloistered Scholar,To be written by player,White Collar,Inattentive
,Soldier,To be written by player,Religious,Distinctive
,Hermit,To be written by player,White Collar,Brawler
,Noble,To be written by player,Investigative,Suspicious
,Far Traveler,To be written by player,Emergency Services,Easygoing
,Urban Bounty Hunter,To be written by player,Gladiator,Inattentive
,Noble,To be written by player,Celebrity,Aggression
,<U+0001F391> Folk Hero,To be written by player,Colonist,Hardy
,Outlander,To be written by player,Technician,Distinctive
,Faction Agent,To be written by player,Heir,Detached
,Criminal,To be written by player,Athlete,Brawler
,Hermit,To be written by player,Gladiator,Dishonesty
,Noble,To be written by player,Scavenger,Suspicious
,Guild Artisan,To be written by player,Heir,Aggression
,Outlander,To be written by player,Creative, Illiterate
,Criminal,To be written by player,Creative,Farsighted
,Outlander,To be written by player,Squire,Aggression
,Entertainer,To be written by player,Creative,Abrasiveness
,Acolyte,To be written by player,Emergency Services,Distinctive
,Blacksmith Apprentice,To be written by player,Novitiate,Suspicious
,Sage,To be written by player,Technician,Detached
,Hermit,To be written by player,Blue Collar,Detached
,Acolyte,To be written by player,Law Enforcement,Dishonesty
,Barbarian Tribe Member,To be written by player,Criminal,Detached
,Noble,To be written by player,Religious,Slow
,Soldier,To be written by player,Novitiate, Illiterate
,Haunted One,To be written by player,Student,Focused
,Haunted One,To be written by player,Scavenger,Brawler
,Haunted One,To be written by player,Doctor,Dishonesty
,Soldier,To be written by player,Blue Collar,Aggression
,Outlander (Exile),To be written by player,Blue Collar,Uncivilized
,Urban Bounty Hunter,To be written by player,Technician,Uncivilized
,Charlatan,To be written by player,White Collar, Illiterate
,Outlander,To be written by player,Emergency Services,Suspicious
,Outlander,To be written by player,Blue Collar,Uncivilized
,Entertainer,To be written by player,Technician,Absent-Minded
,Folk Hero,To be written by player,Novitiate,Dishonesty
,Soldier,To be written by player,Technician,Abrasiveness
,Inheritor,To be written by player,Student,Hard of hearing
,Inheritor,To be written by player,Hedge Wizard,Absent-Minded
,Entertainer,To be written by player,Student,Dishonesty
,Far Traveler,To be written by player,Shadow Scholar,Absent-Minded
,Soldier,To be written by player,Student,Absent-Minded
,Acolyte,To be written by player,Astronaut Trainee,Distinctive
,Far Traveler,To be written by player,Academic,Farsighted
,Soldier,To be written by player,Aporthecary,Focused
,Sage,To be written by player,Blue Collar,Aggression
,Hermit,To be written by player,Heir,Uncivilized
,Mercenary Veteran,To be written by player,Creative,Polite
,Urban Bounty Hunter,To be written by player,Rural,Relentless
,Acolyte,To be written by player,Emergency Services,Inattentive
,Criminal,To be written by player,Academic,Dishonesty
,Acolyte,To be written by player,Adventurer,Relentless
,Outlander,To be written by player,Investigative,Distinctive
,Sage,To be written by player,Outcast,Easygoing
,Urban Bounty Hunter,To be written by player,Squire,Detached
,Far Traveler,To be written by player,Athlete,Uncivilized
,Urchin,To be written by player,Squire,Inattentive
,Hermit,To be written by player,Blue Collar,Hardy
,Soldier,To be written by player,Technician,Cautious
,Guild Member - Justice,To be written by player,Colonist,Aggression
,Custom,To be written by player,Gladiator,Hardy
,Custom,To be written by player,Aporthecary,Slow
,Entertainer,To be written by player,Drifter,Easygoing
,Entertainer,To be written by player,Heir, Illiterate
,Custom,To be written by player,Athlete,Polite
,Guild Member - Law,To be written by player,Criminal,Dishonesty
,Hermit,To be written by player,Dilettante,Distinctive
,Urban Bounty Hunter,To be written by player,Military,Specialized
,Knight,To be written by player,Squire,Polite
,Guild Member - Justice,To be written by player,Heir,Focused
,Sage,To be written by player,Academic, Illiterate
,Entertainer,To be written by player,Outcast,Abrasiveness
,Guild Member - Mayhem,To be written by player,Psychic,Suspicious
,Mercenary Veteran,To be written by player,Novitiate,Inattentive
,Guild Member - Justice,To be written by player,Squire,Slow
,Guild Member - Law,To be written by player,Emergency Services,Detached
,Mercenary Veteran,To be written by player,Military,Suspicious
,Guild Member - Justice,To be written by player,Hedge Wizard,Specialized
,Hermit,To be written by player,Academic,Focused
,Acolyte,To be written by player,Colonist,Suspicious
,Mercenary Veteran,To be written by player,Military,Cautious
,Guild Member - Law,To be written by player,Transporter,Distinctive
,Criminal,To be written by player,Creative,Absent-Minded
,Knight,To be written by player,Religious,Distinctive
,Mercenary Veteran,To be written by player,Dilettante,Cautious
,Haunted One,To be written by player,Athlete,Suspicious
,Haunted One,To be written by player,Doctor,Slow
,Haunted One,To be written by player,Entrepreneur,Abrasiveness
,City Watch,To be written by player,Technician,Honest
,Criminal,To be written by player,Technician,Inattentive
,Barbarian Tribe Member,To be written by player,Military,Distinctive
,Sage,To be written by player,White Collar,Uncivilized
,Charlatan,To be written by player,Criminal,Focused
,City Watch,To be written by player,Student,Brawler
,Acolyte,To be written by player,Law Enforcement,Uncivilized
,Sailor,To be written by player,Heir,Hard of hearing
,Noble,To be written by player,Colonist, Illiterate
,Outlander,To be written by player,Blue Collar,Hard of hearing
,Outlander,To be written by player,Shadow Scholar,Slow
,Mercenary Veteran,To be written by player,Emergency Services,Absent-Minded
,Entertainer,To be written by player,Drifter,Polite
,Guild Member - Mayhem,To be written by player,Emergency Services,Polite
,Sailor,To be written by player,Academic,Focused
,Criminal,To be written by player,Investigative,Polite
,Criminal,To be written by player,Doctor,Focused
,Sailor,To be written by player,Religious,Absent-Minded
,Soldier,To be written by player,Drifter,Uncivilized
,Criminal,To be written by player,Dilettante,Inattentive
,Far Traveler,To be written by player,Novitiate,Dishonesty
,Sailor,To be written by player,Squire,Relentless
,Criminal,To be written by player,Aporthecary,Uncivilized
,Criminal,To be written by player,Military,Easygoing
,Criminal,To be written by player,Law Enforcement,Slow
,Criminal,To be written by player,Outcast,Detached
,Barbarian Tribe Member,To be written by player,Criminal,Specialized
,Noble,To be written by player,Military,Absent-Minded
,Urban Bounty Hunter,To be written by player,Squire,Cautious
,Sailor,To be written by player,Aporthecary,Aggression
,Urban Bounty Hunter,To be written by player,Scavenger,Dishonesty
,Folk Hero,To be written by player,Dilettante, Illiterate
,Noble,To be written by player,Creative,Inattentive
,Criminal,To be written by player,Military,Inattentive
,Acolyte,To be written by player,Novitiate,Farsighted
,Mercenary Veteran,To be written by player,Squire,Aggression
,Sage,To be written by player,Blue Collar,Relentless
,Urban Bounty Hunter,To be written by player,Colonist,Relentless
,Criminal,To be written by player,Colonist,Abrasiveness
,Criminal,To be written by player,Astronaut Trainee,Distinctive
,Urban Bounty Hunter,To be written by player,Transporter,Inattentive
,Knight,To be written by player,Psychic,Slow
,Entertainer,To be written by player,Gladiator,Focused
,Hermit,To be written by player,Rural,Cautious
,Hermit,To be written by player,Military,Focused
,Sage,To be written by player,Outcast,Polite
,Criminal,To be written by player,Student,Uncivilized
,Folk Hero,To be written by player,Entrepreneur,Distinctive
,Outlander,To be written by player,Technician,Brawler
,Barbarian Tribe Member,To be written by player,Student, Illiterate
,Sage,To be written by player,Hedge Wizard,Absent-Minded
,Entertainer,To be written by player,Emergency Services,Detached
,Hermit,To be written by player,Blue Collar,Absent-Minded
,Acolyte,To be written by player,Dilettante,Cautious
,Acolyte,To be written by player,Investigative,Suspicious
,Soldier,To be written by player,Student,Uncivilized
,Sailor,To be written by player,Student,Abrasiveness
