Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Bane,Conjuration,7,v s m,120,30,10
,Banishment,Necromancy,10,v s m,90,90,8
,Sequester,Evocation,8,m,120,30,0
,Arcane Hand,Necromancy,3,s,30,90,1
,Inflict Wounds,Transmutation,7,s,90,60,8
,Alarm,Transmutation,7,v s,120,30,10
,Animal Shape,Necromancy,9,s,60,90,8
,Animate dead,Enchantment,3,v s,0,30,10
,Alter Self,Conjuration,9,v s,90,0,10
,Clairvoyance,Abjuration,1,v,60,30,10
,Haste,Divination,7,m,30,60,10
,Antimagic Field,Illusions,9,m,0,120,1
,Arcane Eye,Conjuration,3,s,120,0,0
,Sequester,Transmutation,7,m,0,90,0
,Hideous Laughter,Divination,5,v s,0,120,1
,Fireball,Conjuration,2,v s,0,120,10
,Acid Arrow,Evocation,7,v,60,30,10
,Fireball,Abjuration,9,v s,120,120,8
,Acid Arrow,Enchantment,3,v,120,60,10
,Animate dead,Evocation,8,m,60,120,0
,Alarm,Illusions,3,v s,30,0,1
,Sequester,Illusions,7,m,30,30,8
,Arcane Lock,Enchantment,4,m,0,60,10
,Bane,Enchantment,4,s,60,120,10
,Alter Self,Illusions,3,m,90,30,0
,Animate Objects,Abjuration,5,v s,30,120,0
,Fly,Conjuration,10,v s,60,60,1
,Freezing Sphere,Abjuration,3,v s m,30,60,8
,Alarm,Necromancy,10,v s,0,60,10
,Animal Shape,Evocation,1,s,120,90,8
,Beacon of Hope,Conjuration,8,v,60,0,8
,Clone,Conjuration,2,v s m,60,90,8
,Clone,Illusions,1,v s m,30,90,8
,Banishment,Illusions,8,v s m,120,90,1
,Alter Self,Necromancy,5,v,0,30,8
,Prismatic Wall,Illusions,3,s,60,30,10
,Banishment,Necromancy,9,v,60,90,1
,Bane,Divination,9,v s,90,0,8
,Acid Splash,Transmutation,5,m,30,120,10
,Entangle,Divination,10,m,0,60,8
,Antlife Shell,Divination,8,s,90,90,8
,Acid Splash,Abjuration,7,v,0,30,1
,Rope Trick,Conjuration,1,v s m,120,60,8
,Banishment,Divination,7,v s m,90,60,1
,Entangle,Divination,7,v s,120,60,8
,Secret Chest,Abjuration,3,v s,120,30,10
,Fireball,Evocation,4,v,90,30,8
,Animate Objects,Necromancy,9,v s m,30,90,1
,Arcane Sword,Transmutation,7,v s m,30,90,0
,Entangle,Evocation,9,m,30,60,0
,Banishment,Enchantment,1,v s m,60,30,0
,Prismatic Wall,Enchantment,5,s,60,60,0
,Entangle,Necromancy,6,s,120,120,0
,Banishment,Conjuration,6,s,0,120,1
,Sequester,Divination,8,s,60,30,8
,Clone,Abjuration,6,v s,30,90,0
,Arcane Sword,Divination,4,m,30,60,10
,Prismatic Wall,Necromancy,7,v s m,0,120,10
,Entangle,Transmutation,6,m,90,60,8
,Rope Trick,Abjuration,9,v s,90,120,10
,Arcane Sword,Abjuration,4,v,90,60,8
,Antipathy Sympathy,Transmutation,4,s,90,60,10
,Alarm,Transmutation,6,m,120,0,0
,Clone,Necromancy,3,v,0,120,1
,Fireball,Necromancy,2,v s,60,90,10
,Acid Arrow,Divination,7,s,0,60,0
,Freezing Sphere,Conjuration,3,s,0,0,10
,Alter Self,Divination,6,v,0,30,1
,Hideous Laughter,Conjuration,9,v s,120,30,0
,Animal Messenger,Illusions,2,v s,0,60,8
,Fireball,Abjuration,10,v,30,90,8
,Antlife Shell,Divination,6,s,120,60,8
,Inflict Wounds,Abjuration,6,v,120,90,8
,Arcane Eye,Abjuration,7,m,30,30,0
,Fireball,Divination,6,v,90,60,8
,Alter Self,Abjuration,8,s,30,90,0
,Alter Self,Transmutation,10,v,120,120,8
,Acid Splash,Enchantment,3,v s m,30,0,0
,Antlife Shell,Illusions,9,v,60,0,10
,Insect Plague,Divination,7,v,0,0,1
,Hideous Laughter,Divination,7,v,90,60,10
,Animate dead,Divination,8,v s m,60,0,10
,Animal Messenger,Necromancy,5,v,90,0,10
,Fireball,Transmutation,5,v s m,30,60,1
,Antipathy Sympathy,Abjuration,4,s,60,60,0
,Enthrall,Transmutation,2,v s m,90,0,0
,Animate dead,Necromancy,1,v,120,120,10
,Banishment,Transmutation,5,v s,90,120,0
,Alter Self,Transmutation,2,v s m,90,90,8
,Antlife Shell,Evocation,10,v s m,0,90,8
,Antimagic Field,Divination,5,m,30,60,1
,Animal Messenger,Abjuration,2,m,60,120,8
,Acid Splash,Abjuration,1,v s,0,0,0
,Acid Splash,Necromancy,9,v,30,60,10
,Acid Arrow,Enchantment,5,v s m,60,90,0
,Arcane Eye,Conjuration,4,v,60,90,8
,Antlife Shell,Transmutation,6,v s m,90,0,1
,Enthrall,Enchantment,6,m,30,0,8
,Arcane Hand,Enchantment,2,m,30,90,8
,Antipathy Sympathy,Divination,7,m,120,90,1
,Entangle,Transmutation,10,m,120,120,0
,Beacon of Hope,Transmutation,8,v,0,60,8
,Animal Shape,Necromancy,5,v,120,0,8
,Beacon of Hope,Transmutation,9,v s m,120,30,1
,Animate Objects,Abjuration,3,v,30,0,8
,Clairvoyance,Abjuration,1,v s m,0,120,1
,Alter Self,Enchantment,2,v s,0,120,8
,Insect Plague,Evocation,6,m,30,30,8
,Animal Messenger,Enchantment,8,s,120,60,1
,Antipathy Sympathy,Evocation,1,s,90,90,0
,Fly,Divination,2,m,120,90,10
,Arcane Sword,Evocation,8,v s m,30,120,1
,Hideous Laughter,Enchantment,2,v s m,120,90,1
,Arcane Hand,Divination,8,v,60,30,0
,Haste,Necromancy,7,v s m,0,60,10
,Bane,Transmutation,1,m,90,90,8
,Clairvoyance,Enchantment,4,m,60,0,10
,Fireball,Evocation,8,m,0,0,10
,Color Spray,Divination,3,v s,90,60,1
,Entangle,Transmutation,8,v,60,90,1
,Animate Objects,Transmutation,7,v s m,60,90,10
,Freezing Sphere,Abjuration,9,m,0,90,1
,Animal Friendship,Enchantment,10,m,120,90,1
,Entangle,Illusions,5,v s,90,0,10
,Aid,Divination,1,v,90,0,8
,Harm,Conjuration,2,v s,30,90,1
,Fly,Transmutation,7,m,120,90,1
,Animal Friendship,Evocation,3,v s,0,30,8
,Haste,Necromancy,8,m,120,0,8
,Alter Self,Enchantment,4,s,120,120,1
,Color Spray,Conjuration,7,s,60,120,10
,Prismatic Wall,Illusions,3,v s m,0,60,1
,Aid,Evocation,5,m,90,120,1
,Antimagic Field,Transmutation,6,v s,30,30,0
,Arcane Sword,Conjuration,2,s,0,30,1
,Rope Trick,Enchantment,8,v s,60,120,0
,Animal Shape,Transmutation,3,v,0,30,8
,Sequester,Enchantment,9,v,60,30,0
,Gust of Wind,Abjuration,10,m,30,60,10
,Clone,Divination,4,v,0,120,8
,Clone,Conjuration,6,v s m,60,120,0
,Secret Chest,Transmutation,10,v s,0,60,8
,Rope Trick,Illusions,4,m,90,90,1
,Animate Objects,Conjuration,9,v s,0,90,8
,Arcane Sword,Transmutation,8,v,30,120,1
,Aid,Evocation,4,v s,30,90,0
,Arcane Eye,Conjuration,3,v s m,0,120,8
,Enthrall,Conjuration,6,m,0,120,10
,Fly,Transmutation,7,m,30,0,10
,Inflict Wounds,Divination,6,v s m,60,60,0
,Arcane Eye,Illusions,1,v,120,60,1
,Color Spray,Conjuration,2,s,30,60,8
,Arcane Hand,Evocation,3,m,120,90,8
,Inflict Wounds,Conjuration,2,v s,30,60,0
,Gust of Wind,Divination,2,m,0,0,10
,Arcane Sword,Abjuration,4,v s m,60,90,1
,Alarm,Divination,2,s,120,30,8
,Sequester,Divination,7,v s m,0,30,0
,Banishment,Evocation,1,s,60,60,8
,Alarm,Divination,8,m,30,60,0
,Hideous Laughter,Conjuration,5,m,30,0,10
,Hideous Laughter,Transmutation,4,v s m,120,90,0
,Secret Chest,Necromancy,3,m,30,120,0
,Antipathy Sympathy,Abjuration,7,s,120,120,10
,Aid,Abjuration,3,v s m,90,30,10
,Arcane Lock,Divination,1,v s m,0,30,0
,Fly,Enchantment,5,m,120,0,10
,Clairvoyance,Divination,7,m,30,120,8
,Animate Objects,Illusions,8,v s,0,30,8
,Sequester,Transmutation,9,m,120,90,8
,Freezing Sphere,Illusions,10,v s m,120,120,1
,Beacon of Hope,Abjuration,2,m,120,60,1
,Banishment,Necromancy,3,s,90,90,10
,Insect Plague,Evocation,6,v s m,120,0,0
,Animate dead,Transmutation,10,s,0,0,1
,Gust of Wind,Transmutation,5,v s m,60,0,10
,Fly,Evocation,8,v s,90,120,10
,Antimagic Field,Conjuration,9,m,0,60,10
,Arcane Hand,Conjuration,8,v s,120,60,8
,Harm,Enchantment,1,s,30,90,8
,Acid Arrow,Evocation,2,s,90,120,1
,Alter Self,Divination,6,v s m,90,120,0
,Haste,Transmutation,6,v,30,0,8
,Animate dead,Evocation,3,s,60,60,1
,Alter Self,Transmutation,10,m,90,60,8
,Prismatic Wall,Conjuration,8,v,30,60,1
,Clairvoyance,Transmutation,3,s,30,90,10
,Enthrall,Illusions,1,v s,60,0,0
,Arcane Hand,Evocation,6,v s,120,30,10
,Antlife Shell,Abjuration,5,v s m,60,60,8
,Banishment,Necromancy,10,s,30,120,0
,Fly,Divination,3,v,0,0,0
,Alarm,Evocation,7,v s,60,0,0
,Animal Friendship,Necromancy,8,v,60,0,1
,Aid,Abjuration,9,m,30,120,8
,Alarm,Abjuration,2,m,90,60,8
,Sequester,Divination,8,v s,60,90,8
,Insect Plague,Divination,7,v s m,120,30,1
,Animate Objects,Transmutation,5,m,30,0,1
,Acid Arrow,Conjuration,5,v s,120,0,1
,Arcane Sword,Abjuration,6,v s m,60,120,8
,Fly,Necromancy,10,v s m,0,60,0
,Animal Friendship,Divination,1,v s m,120,90,0
,Enthrall,Necromancy,4,m,0,30,0
,Antlife Shell,Illusions,7,v,0,90,10
,Prismatic Wall,Necromancy,5,m,0,90,10
,Fly,Necromancy,6,s,60,30,1
,Banishment,Abjuration,6,s,60,60,1
,Secret Chest,Necromancy,1,m,90,0,8
,Arcane Sword,Enchantment,2,m,60,120,1
,Harm,Abjuration,3,v s,60,120,1
,Animal Shape,Necromancy,5,v,90,120,0
,Animal Messenger,Necromancy,9,v s,90,0,1
,Antimagic Field,Illusions,6,v s,90,60,10
,Alarm,Enchantment,3,m,60,60,10
,Hideous Laughter,Transmutation,10,m,120,0,1
,Alarm,Conjuration,2,m,60,90,1
,Animate dead,Illusions,1,v s m,120,90,10
,Enthrall,Evocation,3,m,120,120,8
,Animate dead,Evocation,1,v s,60,120,1
,Arcane Hand,Evocation,9,v s,120,90,0
,Harm,Enchantment,1,m,30,120,8
,Prismatic Wall,Necromancy,9,s,60,90,10
,Aid,Transmutation,4,s,30,90,1
,Alarm,Transmutation,3,s,120,60,10
,Antlife Shell,Conjuration,10,v s,0,120,1
,Animal Shape,Enchantment,9,v,60,60,8
,Animate dead,Divination,7,v s m,120,0,0
,Prismatic Wall,Conjuration,10,m,90,60,0
,Antipathy Sympathy,Conjuration,2,v,90,90,10
,Sequester,Illusions,4,v s,0,60,8
,Bane,Abjuration,4,m,30,120,10
,Antimagic Field,Necromancy,9,v,60,60,8
,Arcane Eye,Illusions,1,v s m,0,30,10
,Antimagic Field,Conjuration,4,v s m,90,0,10
,Freezing Sphere,Transmutation,4,m,60,60,10
,Enthrall,Evocation,10,s,0,90,10
,Secret Chest,Necromancy,9,m,0,60,0
,Bane,Transmutation,8,v s,30,120,8
,Clairvoyance,Abjuration,6,s,0,120,10
,Antimagic Field,Conjuration,10,m,0,90,1
,Enthrall,Transmutation,8,m,90,0,8
,Secret Chest,Illusions,5,s,60,0,8
,Sequester,Divination,6,v,90,30,0
,Sequester,Divination,2,v,60,120,0
,Arcane Eye,Conjuration,5,v s,0,60,10
,Animate dead,Transmutation,5,v s m,90,30,1
,Animal Shape,Enchantment,5,v,90,30,0
,Aid,Enchantment,7,v s,90,0,0
,Insect Plague,Illusions,9,m,60,60,0
,Animate Objects,Necromancy,6,v s,120,30,8
,Animate dead,Abjuration,6,m,120,30,8
,Arcane Hand,Necromancy,10,v,30,0,1
,Harm,Enchantment,1,v s,0,120,10
,Haste,Illusions,7,v,60,30,8
,Insect Plague,Transmutation,7,v s m,90,60,0
,Arcane Hand,Necromancy,5,s,30,120,1
,Arcane Eye,Necromancy,2,v,90,30,1
,Harm,Divination,5,v s,0,30,0
,Fireball,Divination,9,v s,90,60,1
,Fireball,Divination,9,v s m,0,120,10
,Acid Splash,Enchantment,5,v s,30,120,10
,Haste,Evocation,7,v s m,90,120,8
,Bane,Evocation,3,m,90,120,0
,Freezing Sphere,Abjuration,6,v s m,90,0,1
,Arcane Sword,Enchantment,5,v,30,120,0
,Haste,Enchantment,10,s,0,90,10
,Secret Chest,Necromancy,8,s,30,60,0
,Secret Chest,Evocation,4,v s,90,90,10
,Secret Chest,Abjuration,4,s,60,120,8
,Clairvoyance,Enchantment,7,v s,60,90,10
,Insect Plague,Illusions,8,v s m,0,60,1
,Animate dead,Transmutation,8,v s,120,90,8
,Prismatic Wall,Evocation,10,s,90,30,0
,Secret Chest,Evocation,2,v s m,120,90,8
,Antimagic Field,Necromancy,3,s,120,90,8
,Animal Messenger,Illusions,10,s,30,60,10
,Fly,Necromancy,7,s,90,60,0
,Entangle,Transmutation,3,m,30,60,1
,Fireball,Evocation,10,s,60,120,10
,Animate Objects,Evocation,5,m,0,90,8
,Hideous Laughter,Illusions,5,v,30,30,0
,Sequester,Illusions,6,s,90,0,10
,Bane,Divination,10,v s,60,120,0
,Beacon of Hope,Transmutation,5,v,30,0,10
,Antipathy Sympathy,Divination,5,s,30,0,10
,Gust of Wind,Necromancy,2,v s m,90,30,1
,Arcane Eye,Abjuration,4,m,90,90,0
,Banishment,Evocation,1,v,30,90,0
,Aid,Necromancy,2,v s m,0,30,10
,Hideous Laughter,Necromancy,10,v,30,60,1
,Arcane Sword,Necromancy,7,v s m,90,60,1
,Animate dead,Divination,1,m,90,30,10
,Prismatic Wall,Enchantment,9,v s,0,0,8
,Entangle,Conjuration,4,m,0,60,0
,Animate dead,Abjuration,2,v,60,90,10
,Arcane Eye,Transmutation,3,m,0,60,1
,Fireball,Illusions,9,v s,90,30,0
,Antipathy Sympathy,Conjuration,9,v,30,120,0
,Gust of Wind,Conjuration,2,v s m,60,0,8
,Clone,Necromancy,8,v,90,60,10
,Antipathy Sympathy,Enchantment,10,v s m,120,90,1
,Arcane Lock,Necromancy,2,s,60,60,8
,Alter Self,Abjuration,8,s,120,30,8
,Antlife Shell,Evocation,9,v,90,30,0
,Harm,Abjuration,5,s,120,30,1
,Inflict Wounds,Abjuration,3,s,0,30,10
,Antimagic Field,Necromancy,1,v s m,120,120,10
,Arcane Eye,Evocation,3,v,60,120,1
,Hideous Laughter,Abjuration,3,v s m,60,60,1
,Inflict Wounds,Abjuration,9,m,60,30,0
,Clairvoyance,Transmutation,10,v s m,90,30,8
,Clone,Enchantment,7,v s m,30,60,8
,Animate dead,Enchantment,1,v s,90,90,10
,Antipathy Sympathy,Conjuration,3,v,0,0,0
,Clone,Enchantment,7,m,60,60,8
,Gust of Wind,Conjuration,10,s,90,120,1
,Bane,Transmutation,10,s,60,30,8
,Antlife Shell,Illusions,10,v s m,60,30,10
,Alarm,Conjuration,4,v,120,60,0
,Arcane Hand,Necromancy,4,m,0,30,0
,Haste,Illusions,7,v s m,30,30,1
,Animal Friendship,Evocation,6,v,0,120,1
,Fly,Conjuration,2,v,0,30,10
,Gust of Wind,Enchantment,10,v s,90,30,8
,Aid,Necromancy,2,v s m,90,120,0
,Enthrall,Illusions,2,v s,90,120,8
,Fireball,Abjuration,8,v s m,60,0,8
,Alter Self,Necromancy,3,s,30,120,1
,Enthrall,Abjuration,1,m,30,90,8
,Arcane Lock,Transmutation,3,s,60,60,8
,Enthrall,Enchantment,10,v,60,60,10
,Hideous Laughter,Conjuration,9,s,30,0,0
,Arcane Sword,Necromancy,9,v s m,0,30,1
,Color Spray,Illusions,2,s,120,0,0
,Banishment,Abjuration,7,m,90,30,1
,Alter Self,Necromancy,8,v,120,90,0
,Animal Shape,Necromancy,6,s,60,90,0
,Rope Trick,Illusions,2,v,90,120,1
,Prismatic Wall,Enchantment,5,s,0,60,0
,Acid Splash,Transmutation,5,v,30,30,0
,Rope Trick,Illusions,10,m,0,0,10
,Arcane Eye,Abjuration,2,v s m,90,90,10
,Animate dead,Necromancy,4,v s,120,90,8
,Gust of Wind,Enchantment,4,m,0,0,1
,Arcane Hand,Abjuration,5,m,0,30,1
,Hideous Laughter,Conjuration,9,v,0,60,10
,Antlife Shell,Abjuration,4,v,120,30,1
,Rope Trick,Divination,9,s,60,120,0
,Enthrall,Illusions,4,v s,120,60,10
,Gust of Wind,Conjuration,2,v s,90,90,8
,Secret Chest,Illusions,6,v s m,30,90,0
,Harm,Enchantment,5,v,60,0,8
,Beacon of Hope,Abjuration,2,s,60,90,0
,Beacon of Hope,Necromancy,3,v s m,0,60,8
,Enthrall,Conjuration,6,v s,90,90,0
,Hideous Laughter,Evocation,7,v,60,120,8
,Fireball,Enchantment,2,s,60,0,10
,Color Spray,Evocation,1,m,90,90,10
,Animate dead,Enchantment,9,m,0,90,1
,Harm,Divination,2,v,30,90,0
,Acid Arrow,Transmutation,8,v,30,30,0
,Alter Self,Evocation,4,m,120,120,0
,Acid Arrow,Abjuration,5,v s m,90,0,1
,Animate Objects,Necromancy,6,m,0,90,8
,Inflict Wounds,Necromancy,9,v,90,30,10
,Secret Chest,Necromancy,3,m,120,120,8
,Entangle,Illusions,6,v s m,30,0,0
,Arcane Sword,Enchantment,1,v,0,90,10
,Clone,Transmutation,1,m,30,0,0
,Harm,Transmutation,10,v s m,90,90,8
,Fireball,Divination,6,s,120,90,0
,Fly,Necromancy,5,v,30,0,1
,Antlife Shell,Abjuration,7,v s m,120,60,8
,Animal Friendship,Divination,1,m,30,90,1
,Animate Objects,Conjuration,5,v s m,60,60,1
,Antimagic Field,Evocation,10,v,90,120,1
,Acid Arrow,Abjuration,2,v s,90,30,8
,Banishment,Evocation,5,v s,60,90,0
,Arcane Eye,Conjuration,1,s,120,30,1
,Aid,Abjuration,8,s,0,120,8
,Hideous Laughter,Transmutation,5,s,120,90,0
,Clone,Illusions,6,v s,30,120,0
,Harm,Transmutation,6,v,60,0,0
,Clairvoyance,Abjuration,5,v s,60,30,1
,Clone,Enchantment,10,v,60,90,8
,Animal Friendship,Necromancy,4,s,60,60,1
,Antlife Shell,Abjuration,5,s,30,30,0
,Beacon of Hope,Abjuration,9,m,90,90,0
,Acid Splash,Illusions,3,v s,0,120,8
,Entangle,Evocation,9,v s,90,30,10
,Clairvoyance,Divination,3,v s,90,60,10
,Freezing Sphere,Enchantment,1,v s,0,30,8
,Antimagic Field,Illusions,2,v s,120,30,10
,Animal Shape,Illusions,10,m,90,30,0
,Sequester,Divination,6,v,0,90,1
,Acid Splash,Transmutation,10,s,30,30,8
,Alarm,Transmutation,2,v s m,0,120,0
,Hideous Laughter,Enchantment,7,s,0,0,8
,Arcane Sword,Illusions,2,v s m,90,120,1
,Insect Plague,Transmutation,4,v s m,60,30,10
,Acid Splash,Divination,9,s,0,0,1
,Rope Trick,Transmutation,1,v s m,0,120,1
,Aid,Divination,2,v s m,60,60,8
,Antipathy Sympathy,Transmutation,10,m,0,0,1
,Bane,Abjuration,5,m,120,120,0
,Antipathy Sympathy,Illusions,10,v s,0,90,1
,Alarm,Evocation,5,v s m,30,120,0
,Animate Objects,Transmutation,8,m,60,30,8
,Haste,Transmutation,10,v s,90,90,10
,Insect Plague,Necromancy,10,s,120,30,10
,Harm,Evocation,9,s,0,90,10
,Animal Messenger,Transmutation,4,v,90,60,10
,Antipathy Sympathy,Evocation,2,v,120,60,0
,Antimagic Field,Evocation,6,v,90,60,10
,Alter Self,Conjuration,2,m,0,60,1
,Fireball,Evocation,6,s,120,90,8
,Acid Arrow,Necromancy,8,m,30,90,0
,Antlife Shell,Transmutation,8,v,30,0,0
,Animal Shape,Abjuration,8,m,0,0,10
,Fireball,Divination,4,s,90,120,10
,Haste,Enchantment,7,m,30,60,10
,Fireball,Enchantment,9,m,120,90,8
,Inflict Wounds,Illusions,5,v,90,120,0
,Entangle,Conjuration,5,m,60,0,8
,Haste,Abjuration,5,s,120,90,8
,Beacon of Hope,Conjuration,2,v s m,30,90,10
,Color Spray,Divination,7,s,0,120,1
,Hideous Laughter,Enchantment,6,v s,120,0,1
,Animal Friendship,Necromancy,5,m,90,30,10
,Beacon of Hope,Evocation,5,v,90,60,1
,Clone,Evocation,3,v s,120,120,10
,Sequester,Conjuration,7,v s m,120,0,0
,Gust of Wind,Evocation,3,m,120,90,10
,Prismatic Wall,Enchantment,10,v,30,30,8
,Animate dead,Transmutation,2,v,120,30,8
,Arcane Sword,Enchantment,10,v s m,0,60,1
,Arcane Hand,Divination,2,m,90,90,8
,Arcane Lock,Abjuration,2,v,90,60,0
,Animate dead,Abjuration,9,v s m,0,30,0
,Gust of Wind,Transmutation,2,v s m,30,120,10
,Fireball,Illusions,3,s,0,120,0
,Banishment,Conjuration,8,m,0,120,0
,Arcane Eye,Conjuration,3,m,0,120,8
,Insect Plague,Enchantment,1,v s,0,60,8
,Secret Chest,Divination,10,v,90,0,8
,Sequester,Abjuration,2,s,60,120,0
,Alarm,Enchantment,9,v s,90,90,0
,Harm,Transmutation,1,v,30,0,10
,Prismatic Wall,Divination,9,v s,120,90,8
,Clone,Enchantment,3,m,30,60,0
,Animate Objects,Illusions,5,m,0,120,10
,Freezing Sphere,Enchantment,10,m,120,60,8
,Entangle,Illusions,2,v s m,30,90,8
,Animate Objects,Illusions,1,v s m,30,30,1
,Animal Messenger,Necromancy,3,v s m,60,120,10
,Gust of Wind,Illusions,3,v s,0,0,10
,Antipathy Sympathy,Evocation,2,v s m,0,120,1
,Sequester,Necromancy,8,v s m,30,60,1
,Animate Objects,Conjuration,3,v,60,30,8
,Freezing Sphere,Abjuration,1,v,30,90,10
,Enthrall,Necromancy,2,m,30,30,10
,Secret Chest,Evocation,4,v,0,120,10
,Hideous Laughter,Illusions,6,v,0,0,8
,Beacon of Hope,Abjuration,2,m,0,0,1
,Arcane Hand,Enchantment,8,v s m,30,0,10
,Animal Messenger,Illusions,10,v s,90,60,8
,Secret Chest,Abjuration,8,v s m,60,60,1
,Banishment,Illusions,3,v s,90,120,8
,Sequester,Transmutation,4,s,30,90,1
,Animate Objects,Illusions,9,v s,120,0,10
,Secret Chest,Abjuration,4,s,60,90,10
,Inflict Wounds,Illusions,7,s,0,120,0
,Alarm,Transmutation,8,v,120,90,8
,Animal Friendship,Divination,8,s,90,120,0
,Arcane Eye,Transmutation,10,s,60,60,0
,Fireball,Necromancy,5,v s,120,0,0
,Antlife Shell,Necromancy,7,v s m,30,0,10
,Fly,Divination,2,v,30,60,10
,Sequester,Enchantment,1,v s m,90,90,0
,Clone,Divination,2,v s m,0,0,1
,Animate Objects,Evocation,5,v s m,120,90,8
,Arcane Lock,Conjuration,5,v s,0,120,10
,Animal Friendship,Transmutation,8,v s,30,30,1
,Gust of Wind,Transmutation,8,v s m,0,30,0
,Arcane Lock,Necromancy,9,s,30,0,0
,Animal Messenger,Necromancy,6,v s m,120,30,0
,Animal Shape,Illusions,7,v s m,90,120,1
,Insect Plague,Divination,5,m,60,30,10
,Animal Friendship,Abjuration,2,v s m,120,30,10
,Insect Plague,Transmutation,7,s,30,60,8
,Enthrall,Abjuration,10,v s,90,30,1
,Alter Self,Abjuration,2,s,120,120,10
,Insect Plague,Illusions,9,v,0,60,8
,Animal Friendship,Necromancy,9,v,0,0,1
,Arcane Hand,Abjuration,8,v s,90,0,10
,Antimagic Field,Divination,5,m,120,60,0
,Entangle,Transmutation,9,s,90,60,1
,Clairvoyance,Enchantment,6,s,90,0,10
,Secret Chest,Evocation,8,v s,30,30,1
,Acid Splash,Abjuration,5,s,60,120,8
,Harm,Necromancy,2,s,90,90,1
,Arcane Lock,Transmutation,9,v s m,90,90,1
,Rope Trick,Transmutation,1,v s,30,90,8
,Banishment,Illusions,5,v s m,90,90,0
,Enthrall,Abjuration,4,v s,30,120,8
,Enthrall,Necromancy,5,s,0,60,1
,Antimagic Field,Evocation,7,v,90,60,1
,Inflict Wounds,Evocation,1,v,90,120,8
,Arcane Hand,Conjuration,5,s,60,90,10
,Antlife Shell,Conjuration,10,v,90,120,10
,Animate dead,Illusions,9,v s m,90,30,8
,Secret Chest,Transmutation,2,v,0,90,10
,Insect Plague,Conjuration,3,v,30,0,0
,Antipathy Sympathy,Illusions,10,v,120,30,8
,Beacon of Hope,Necromancy,4,v s m,30,30,1
,Animate Objects,Illusions,8,v,120,90,8
,Animal Shape,Illusions,4,m,30,60,10
,Secret Chest,Divination,9,m,0,60,10
,Rope Trick,Abjuration,2,v s m,30,60,8
,Acid Splash,Necromancy,9,s,60,90,1
,Beacon of Hope,Transmutation,4,v s m,120,60,8
,Fireball,Divination,2,v,30,60,0
,Animal Friendship,Abjuration,3,v s m,30,60,8
,Fly,Illusions,7,v s m,30,0,10
,Animal Friendship,Conjuration,2,m,60,30,1
,Rope Trick,Divination,4,v,120,90,8
,Insect Plague,Conjuration,3,v,60,30,8
,Secret Chest,Abjuration,10,v,120,60,10
,Antlife Shell,Illusions,2,s,60,120,0
,Bane,Enchantment,3,m,0,90,10
,Arcane Lock,Conjuration,3,s,120,30,1
,Acid Arrow,Transmutation,1,v s,30,120,1
,Animate dead,Abjuration,8,v,60,60,8
,Acid Splash,Illusions,6,v s m,30,120,1
,Animal Messenger,Divination,1,m,30,30,10
,Clone,Conjuration,9,m,90,30,1
,Inflict Wounds,Illusions,2,v,90,0,1
,Antlife Shell,Abjuration,5,v,30,0,0
,Rope Trick,Necromancy,5,s,60,60,8
,Fly,Necromancy,9,s,0,60,10
,Arcane Sword,Divination,4,v s m,0,90,8
,Haste,Conjuration,1,v s m,60,0,0
,Antlife Shell,Transmutation,6,v s,120,90,1
,Gust of Wind,Abjuration,10,v s m,30,90,8
,Animal Messenger,Illusions,3,s,120,120,1
,Color Spray,Abjuration,7,m,60,120,1
,Secret Chest,Transmutation,3,m,0,60,1
,Arcane Hand,Divination,9,v s,60,60,0
,Sequester,Evocation,8,v,60,90,1
,Rope Trick,Abjuration,4,s,120,30,0
,Secret Chest,Conjuration,4,v s,120,120,0
,Antlife Shell,Transmutation,9,s,30,0,10
,Arcane Sword,Illusions,9,v s,0,60,0
,Animal Shape,Abjuration,7,v s,60,0,10
,Freezing Sphere,Divination,3,m,60,30,0
,Arcane Eye,Evocation,2,v,90,120,1
,Fireball,Conjuration,9,v,90,90,1
,Animal Messenger,Abjuration,6,s,30,0,1
,Antlife Shell,Transmutation,4,s,60,120,0
,Animate dead,Divination,5,v s m,90,120,0
,Antimagic Field,Conjuration,5,m,30,30,8
,Arcane Hand,Necromancy,6,m,0,120,8
,Enthrall,Enchantment,10,m,120,0,1
,Aid,Illusions,6,v,0,90,1
,Harm,Enchantment,1,s,60,60,1
,Sequester,Evocation,9,s,30,0,1
,Antimagic Field,Necromancy,7,s,120,90,0
,Acid Arrow,Illusions,4,m,30,60,0
,Clone,Illusions,9,v s m,120,120,10
,Animal Shape,Enchantment,2,s,60,60,1
,Clairvoyance,Conjuration,7,m,90,30,10
,Prismatic Wall,Evocation,2,s,60,30,10
,Entangle,Illusions,2,s,0,90,1
,Inflict Wounds,Enchantment,4,m,90,60,8
,Antlife Shell,Illusions,6,m,0,0,10
,Sequester,Necromancy,4,v s,60,0,8
,Harm,Abjuration,2,v s,120,90,8
,Antipathy Sympathy,Illusions,3,v,60,0,0
,Animate Objects,Enchantment,9,m,90,30,1
,Bane,Divination,1,v s m,90,0,1
,Alarm,Illusions,9,v s,0,60,1
