Race_ID,Race_Name,Size,Language,Abilities,Traits,Sub_races
,Copper Dragon,Large,Deep Speech,Diplomacy,Explorer, Zombie
,Human,Huge,Abyssal,Bluff, Expansive Mind,Firebeard Dwarf
,Human,Medium,Sylvan,Arcana,Escape Artist,Brae Dwarf
,Changeling,Tiny,Orc,Arcana,Nimble Fingers,Urban Elf
,Dragonborn,Large,Common,Nature,Every Man for Himself,Holy Elf
,Dark Elf,Gargantuan,Ignan,Stealth,Gift of the Naaru,Crystal Born
,Hill Dwarf,Small,Druidic,Bluff,Arcane Resistance,Firebeard Dwarf
,Wood Elf,Medium,Primordial,Dungeoneering,Explorer,Crystal Born
,Half-Orc,Huge,Infernal,Arcana,Nature Resistence,Fey Heritage
,Half-Elf,Gargantuan,Sylvan,Endurance,Wisp Spirit,Titanborn
,Aarakocra,Huge,Dravish,Insight,Quickness,Winger Aasimar
,Human,Medium,Abyssal,Bluff,Gift of the Naaru,Crystal Born
,Human (Variant),Huge,Sylvan,Intimidate,Gem Cutting,Winger Aasimar
,Lizardfolk,Large,Halfling,Endurance,Wisp Spirit,Firebeard Dwarf
,Minotaur,Large,Primordial,Bluff,Escape Artist,Reaper Aasimar
,Forest Gnome,Tiny,Halfling,Athletics,Engineering Specialist,Mothra Aasimar
,Tiefling,Tiny,Halfling,Stealth,Escape Artist,Firebeard Dwarf
,Violetken,Huge,Abyssal,Endurance,The Human Spirit,Half-Celestial
,Human,Gargantuan,Druidic,Streetwise, Shadow Meld,Half Dragon
,High Elf,Medium,Druidic,Diplomacy,Diplomacy,Elemental Born
,Tiefling,Huge,Celestial,Religion,Diplomacy,Reaper Aasimar
,Shadow Elf,Large,Deep Speech,Diplomacy,Gift of the Naaru, Zombie
,Half-Elf,Large,Druidic,Nature,Frost Resistance,Firebeard Dwarf
,Half-Elf,Small,Deep Speech,Insight,Shadow Resistence,Brae Dwarf
,Minotaur,Medium,Gnomish,Stealth,Draenei,Half Dragon
,Dragonborn,Medium,Aquan,Nature,Draenei,Firebeard Dwarf
,Wood Elf,Small,Halfling,Nature,Nature Resistence,Brae Dwarf
,Tiefling,Medium,Sylvan,Religion,Diplomacy,Elemental Born
,High Elf,Gargantuan,Celestial,Endurance,The Human Spirit,Half Dragon
,Hill Dwarf,Huge,Abyssal,Athletics,Stone Form,Dragon Elf
,Half-Elf,Medium,Undercommon,Stealth,Gift of the Naaru,Volcano Dwarf
,Tiefling,Large,Ignan,Endurance, Shadow Meld,Dragon Child
,Turtle,Huge,Undercommon,Intimidate,Might of the Mountain,Half-Celestial
,Turtle,Huge,Celestial,Insight,Shadow Resistence,Elemental Born
,Winged Kobold (urd),Large,Goblin,Stealth,Arcane Resistance,Volcano Dwarf
,Lightfoot Halfling,Small,Abyssal,Bluff,Frost Resistance,Holy Elf
,Lightfoot Halfling,Gargantuan,Gnomish,Endurance,Quickness,Urban Elf
,Lightfoot Halfling,Tiny,Halfling,Arcana,Gem Cutting, Zombie
,Rock Gnome,Large,Draconic,Nature, Shadow Meld,Mothra Aasimar
,Envoy,Gargantuan,Dravish,Stealth, Expansive Mind,Winger Aasimar
,Half-Orc,Large,Druidic,Thievery,Diplomacy,Mothra Aasimar
,High Elf,Medium,Common,Religion,Explorer, Zombie
,High Elf,Large,Auran,Diplomacy,Touch of Elune,Mothra Aasimar
,High Elf,Tiny,Halfling,Endurance,Nimble Fingers,Firebeard Dwarf
,Wood Elf,Small,Terran,Dungeoneering,Stone Form,Winger Aasimar
,Half-Elf,Tiny,Orc,Dungeoneering, Expansive Mind,Urban Elf
,Mountain Dwarf,Tiny,Orc,Thievery,Engineering Specialist,Titanborn
,Goliath,Medium,Giant,Thievery,Every Man for Himself,Titanborn
,Half-Orc,Huge,Draconic,Heal,Stone Form,Elemental Born
,Hill Dwarf,Gargantuan,Halfling,Insight,Draenei,Mothra Aasimar
,High Elf,Large,Orc,Dungeoneering,Touch of Elune,Winger Aasimar
,Lightfoot Halfling,Medium,Sylvan,Athletics,Wisp Spirit,Brae Dwarf
,Dark Elf,Huge,Auran,Streetwise, Shadow Meld, Zombie
,High Elf,Tiny,Dravish,Athletics,Gem Cutting,Crystal Born
,Hill Dwarf,Large,Sylvan,Dungeoneering,Nimble Fingers,Fey Heritage
,Half-Elf,Tiny,Elvish,Bluff,Touch of Elune,Arcadian
,Wood Elf,Gargantuan,Deep Speech,Insight,Wisp Spirit,Half-Celestial
,Tiefling,Gargantuan,Draconic,Religion,Frost Resistance,Urban Elf
,Scourge Aasimar,Huge,Druidic,Insight,Diplomacy,Reaper Aasimar
,Wood Elf,Huge,Dravish,Stealth,Frost Resistance,Elemental Born
,<U+0001F468> Human,Medium,Goblin,Insight,Draenei,Mothra Aasimar
,Dragonborn,Large,Giant,Dungeoneering,Heroic Presence,Half Dragon
,Lizardfolk,Medium,Aquan,Athletics, Expansive Mind,Deep Dwarf
,Tabaxi,Gargantuan,Ignan,Intimidate,Nimble Fingers,Firebeard Dwarf
,Goliath,Tiny,Goblin,Intimidate,Frost Resistance,Volcano Dwarf
,High Elf,Small,Gnoll,Athletics,Draenei,Winger Aasimar
,High Elf,Gargantuan,Infernal,Endurance,Escape Artist,Dragon Child
,Dragonborn,Gargantuan,Undercommon,Thievery,Gift of the Naaru,Deep Dwarf
,Lightfoot Halfling,Gargantuan,Deep Speech,Dungeoneering,The Human Spirit,Urban Elf
,Human,Tiny,Draconic,Diplomacy,Heroic Presence, Burly Halfling
,Triton,Tiny,Aquan,Diplomacy,Escape Artist,Winger Aasimar
,Human,Small,Ignan,Diplomacy,Explorer,Half-Celestial
,Child Of The Old Ones,Huge,Dravish,Thievery,Explorer, Zombie
,Tiefling,Huge,Druidic,Streetwise, Expansive Mind,Reaper Aasimar
,Wood Elf,Tiny,Common,Thievery,Arcane Resistance, Burly Halfling
,Kenku,Small,Undercommon,Diplomacy,Elusivness,Volcano Dwarf
,Half-Orc,Tiny,Sylvan,Religion,Every Man for Himself,Elemental Born
,Wood Elf,Huge,Infernal,Streetwise,Explorer,Half Dragon
,Hobgoblin,Huge,Giant,Dungeoneering,Every Man for Himself,Dragon Child
,Soul-Stitched,Gargantuan,Common,Stealth,Arcane Resistance,Firebeard Dwarf
,Half-Elf(Drow),Large,Gnoll,Endurance, Expansive Mind,Deep Dwarf
,Half-Elf(Drow),Tiny,Goblin,Dungeoneering,Nimble Fingers,Holy Elf
,Human,Huge,Druidic,Thievery,Gift of the Naaru,Dragon Elf
,Wood Elf,Tiny,Common,Religion,Gift of the Naaru,Mothra Aasimar
,Warforged Envoy,Tiny,Dravish,Dungeoneering,Diplomacy,Mothra Aasimar
,Kenku,Large,Gnoll,Thievery,Diplomacy,Brae Dwarf
,Half-Elf,Tiny,Undercommon,Heal,Explorer,Deep Dwarf
,Stout Halfling,Medium,Sylvan,Nature,Heroic Presence,Dragon Child
,Lightfoot Halfling,Gargantuan,Abyssal,Diplomacy,Heroic Presence,Holy Elf
,Protector Aasimar,Tiny,Common,Stealth,Nature Resistence,Firebeard Dwarf
,Human,Small,Orc,Diplomacy,Heroic Presence,Arcadian
,High Elf,Gargantuan,Auran,Athletics, Shadow Meld,Dragon Child
,High Elf,Medium,Gnomish,Nature,Every Man for Himself,Winger Aasimar
,Half-Elf,Medium,Deep Speech,Streetwise,Draenei,Titanborn
,Human,Small,Infernal,Arcana,The Human Spirit,Dragon Elf
,Hill Dwarf,Tiny,Halfling,Dungeoneering, Shadow Meld,Elemental Born
,Tiefling,Small,Infernal,Nature,Stone Form,Half-Celestial
,Half-Orc,Large,Elvish,Dungeoneering,Diplomacy,Half Dragon
,Human,Tiny,Auran,Stealth,Quickness,Elemental Born
,Human,Tiny,Dravish,Bluff,Explorer,Deep Dwarf
,Dragonborn,Medium,Common,Streetwise,Elusivness,Fey Heritage
,Human,Small,Auran,Intimidate,Elusivness,Urban Elf
,Winged Kobold (urd),Medium,Undercommon,Athletics,Touch of Elune, Burly Halfling
,Forest Gnome,Tiny,Abyssal,Arcana,Nimble Fingers,Volcano Dwarf
,Human,Tiny,Common,Nature,Gift of the Naaru,Elemental Born
,Orc,Huge,Goblin,Diplomacy,Heroic Presence,Half-Celestial
,Human,Medium,Goblin,Bluff,Every Man for Himself,Half Dragon
,Human,Small,Goblin,Insight,Stone Form,Dragon Child
,Goliath,Tiny,Giant,Thievery,Engineering Specialist,Mothra Aasimar
,Wood Elf,Small,Orc,Religion,Arcane Resistance,Elemental Born
,Human,Medium,Gnomish,Intimidate, Shadow Meld,Half-Celestial
,Mountain Dwarf,Huge,Gnomish,Stealth,Wisp Spirit,Dragon Child
,Human,Small,Abyssal,Thievery,Engineering Specialist,Reaper Aasimar
,Rock Gnome,Tiny,Sylvan,Nature,Nature Resistence,Sunfire Elf
,Mountain Dwarf,Medium,Undercommon,Streetwise,Nimble Fingers,Holy Elf
,Kobold,Large,Infernal,Thievery,Touch of Elune,Reaper Aasimar
,Human,Tiny,Primordial,Stealth,Elusivness,Holy Elf
,Human,Large,Orc,Insight,Every Man for Himself,Elemental Born
,Fallen Aasimar,Gargantuan,Infernal,Endurance,Gift of the Naaru,Half-Celestial
,Warforged,Huge,Gnoll,Streetwise,Might of the Mountain,Dragon Elf
,Half-Elf,Medium,Giant,Bluff,Gem Cutting,Firebeard Dwarf
,Kenku,Tiny,Dravish,Endurance,Every Man for Himself,Titanborn
,Human,Huge,Undercommon,Athletics,Escape Artist,Half-Celestial
,Rock Gnome,Large,Elvish,Endurance,Engineering Specialist,Firebeard Dwarf
,Orc,Huge,Giant,Insight,Might of the Mountain,Elemental Born
,Lightfoot Halfling,Small,Terran,Bluff, Expansive Mind,Mothra Aasimar
,Tabaxi,Medium,Elvish,Thievery,Nimble Fingers,Arcadian
,Human,Large,Undercommon,Intimidate,Wisp Spirit,Titanborn
,High Elf,Tiny,Abyssal,Bluff,Might of the Mountain,Titanborn
,Lineage - Levi,Gargantuan,Undercommon,Stealth,Explorer, Zombie
,Serpentblood,Tiny,Druidic,Nature,Diplomacy,Reaper Aasimar
,Goliath,Huge,Orc,Streetwise,Might of the Mountain,Deep Dwarf
,Firbolg,Small,Goblin,Streetwise,Diplomacy,Half-Celestial
,Half-Elf,Large,Goblin,Streetwise, Shadow Meld,Winger Aasimar
,Rock Gnome,Large,Common,Religion,Arcane Resistance,Half-Celestial
,Human,Medium,Undercommon,Insight,Explorer,Arcadian
,Scourge Aasimar,Tiny,Gnoll,Athletics,Arcane Resistance,Titanborn
,Goliath,Small,Deep Speech,Athletics,Engineering Specialist,Sunfire Elf
,Dragonborn,Gargantuan,Abyssal,Nature,Nature Resistence,Dragon Elf
,Protector Aasimar,Medium,Ignan,Religion,Shadow Resistence,Brae Dwarf
,Protector Aasimar,Huge,Primordial,Dungeoneering,Engineering Specialist,Volcano Dwarf
,Protector Aasimar,Medium,Terran,Heal,Engineering Specialist,Reaper Aasimar
,Deep Gnome,Tiny,Aquan,Diplomacy, Expansive Mind, Zombie
,Forest Gnome,Large,Goblin,Religion,Arcane Resistance,Arcadian
,Mountain Dwarf,Small,Infernal,Bluff,Nature Resistence,Brae Dwarf
,Human,Gargantuan,Gnomish,Athletics,Frost Resistance,Sunfire Elf
,Human,Huge,Terran,Intimidate,Escape Artist,Dragon Elf
,Human,Large,Common,Athletics, Shadow Meld,Firebeard Dwarf
,Dragonborn,Gargantuan,Gnoll,Dungeoneering,Arcane Resistance,Half Dragon
,Half-Orc,Tiny,Infernal,Religion,Might of the Mountain,Mothra Aasimar
,Human,Medium,Dravish,Arcana,Engineering Specialist,Winger Aasimar
,Dragonborn,Small,Sylvan,Athletics, Shadow Meld,Arcadian
,Dragonborn,Tiny,Dravish,Thievery,Nimble Fingers,Half-Celestial
,Human,Small,Druidic,Dungeoneering, Expansive Mind,Reaper Aasimar
,Shadow Elf,Small,Deep Speech,Arcana,Every Man for Himself, Burly Halfling
,Goblin,Gargantuan,Giant,Stealth,Gift of the Naaru,Volcano Dwarf
,Dragonborn,Tiny,Undercommon,Insight,Frost Resistance,Elemental Born
,Half-Elf,Tiny,Dravish,Streetwise,Nature Resistence,Arcadian
,Goblin,Small,Terran,Dungeoneering,Every Man for Himself,Volcano Dwarf
,High Elf,Large,Orc,Athletics,Every Man for Himself,Titanborn
,Minotaur,Small,Gnoll,Athletics,Wisp Spirit,Reaper Aasimar
,Tiefling,Huge,Abyssal,Thievery,Arcane Resistance,Firebeard Dwarf
,Triton,Medium,Sylvan,Arcana, Expansive Mind,Deep Dwarf
,Half-Orc,Large,Undercommon,Heal,Shadow Resistence,Urban Elf
,Tiefling,Gargantuan,Celestial,Religion,Touch of Elune,Firebeard Dwarf
,Tiefling,Gargantuan,Gnoll,Bluff,Draenei,Urban Elf
,Tiefling,Gargantuan,Common,Endurance,Gem Cutting,Winger Aasimar
,Tiefling,Tiny,Auran,Nature,Heroic Presence,Elemental Born
,Stout Halfling,Tiny,Orc,Religion,Gift of the Naaru,Winger Aasimar
,Forest Gnome,Medium,Druidic,Diplomacy,Shadow Resistence,Holy Elf
,Dark Elf,Gargantuan,Celestial,Thievery,Nimble Fingers,Dragon Elf
,Wood Elf,Huge,Common,Bluff,Touch of Elune, Zombie
,Dark Elf,Large,Celestial,Religion,Might of the Mountain,Fey Heritage
,Variant,Medium,Giant,Thievery,Heroic Presence,Titanborn
,Protector Aasimar,Small,Terran,Streetwise,Engineering Specialist,Firebeard Dwarf
,Tiefling,Huge,Goblin,Insight,Gem Cutting,Urban Elf
,Mountain Dwarf,Small,Druidic,Religion,Escape Artist,Titanborn
,Gray Dwarf,Large,Goblin,Nature,Elusivness,Holy Elf
,Dragonborn,Small,Deep Speech,Intimidate,Nimble Fingers,Half Dragon
,Human,Medium,Ignan,Diplomacy, Expansive Mind,Holy Elf
,Half-Elf,Gargantuan,Gnoll,Intimidate,Might of the Mountain, Burly Halfling
,Wood Elf,Gargantuan,Aquan,Bluff,Elusivness,Sunfire Elf
,Human,Huge,Halfling,Arcana,Explorer,Dragon Child
,Dragonborn,Gargantuan,Gnoll,Religion,Elusivness,Winger Aasimar
,Human,Large,Elvish,Endurance,Stone Form,Dragon Child
,Kobold,Medium,Gnomish,Nature,Elusivness, Burly Halfling
,Wood Elf,Gargantuan,Infernal,Arcana,Draenei, Burly Halfling
,Tiefling,Large,Ignan,Nature,Gem Cutting,Crystal Born
,Dragonborn,Gargantuan,Halfling,Arcana, Expansive Mind,Urban Elf
,Human,Small,Goblin,Religion,The Human Spirit,Winger Aasimar
,Dragonborn,Huge,Giant,Diplomacy,Frost Resistance,Holy Elf
,Orc,Medium,Dravish,Arcana,Gem Cutting,Half-Celestial
,Dragonborn,Huge,Aquan,Athletics,Nature Resistence,Holy Elf
,Rock Gnome,Small,Ignan,Diplomacy,The Human Spirit,Volcano Dwarf
,Changeling,Medium,Common,Thievery, Shadow Meld,Volcano Dwarf
,Human,Huge,Primordial,Heal,Quickness,Volcano Dwarf
,Human,Huge,Giant,Athletics,Nimble Fingers, Zombie
,Mountain Dwarf,Medium,Abyssal,Bluff,Stone Form,Half Dragon
,Dragonborn,Large,Dravish,Heal,Arcane Resistance,Urban Elf
,Half-Elf,Huge,Sylvan,Thievery,Every Man for Himself,Sunfire Elf
,Water Genasi,Large,Gnoll,Religion,Touch of Elune,Mothra Aasimar
,Stout Halfling,Medium,Infernal,Bluff,Gift of the Naaru, Zombie
,Dragonborn,Large,Common,Athletics,Shadow Resistence,Half Dragon
,Half-Elf,Huge,Infernal,Heal,Explorer, Burly Halfling
,Human,Medium,Orc,Streetwise,Shadow Resistence,Half-Celestial
,Half-Elf,Gargantuan,Primordial,Diplomacy,Arcane Resistance,Urban Elf
,Human,Small,Celestial,Nature,Wisp Spirit,Fey Heritage
,Firbolg,Gargantuan,Draconic,Arcana,Engineering Specialist,Mothra Aasimar
,Protector Aasimar,Large,Dravish,Intimidate,Nimble Fingers,Dragon Child
,Forest Gnome,Medium,Gnoll,Heal,Might of the Mountain,Mothra Aasimar
,Mountain Dwarf,Large,Primordial,Streetwise,Gift of the Naaru,Half Dragon
,Rock Gnome,Small,Ignan,Athletics,Engineering Specialist,Volcano Dwarf
,Mountain Dwarf,Tiny,Elvish,Bluff,Gift of the Naaru,Holy Elf
,Mountain Dwarf,Huge,Gnoll,Heal,Frost Resistance,Winger Aasimar
,Triton,Gargantuan,Gnoll,Streetwise,Every Man for Himself,Sunfire Elf
,Lightfoot Halfling,Medium,Terran,Insight, Expansive Mind,Fey Heritage
,Lightfoot Halfling,Large,Halfling,Insight,Might of the Mountain,Winger Aasimar
,Fallen Aasimar,Gargantuan,Draconic,Nature,Nature Resistence,Holy Elf
,Dragonborn,Gargantuan,Gnomish,Athletics,Heroic Presence,Titanborn
,Mountain Dwarf,Large,Aquan,Heal,The Human Spirit,Holy Elf
,Hill Dwarf,Medium,Gnomish,Intimidate,Arcane Resistance,Brae Dwarf
,Mountain Dwarf,Gargantuan,Celestial,Religion, Shadow Meld,Half Dragon
,Hill Dwarf,Large,Halfling,Athletics,Arcane Resistance,Half Dragon
,Firbolg,Gargantuan,Goblin,Religion,Shadow Resistence,Dragon Elf
,Firbolg,Tiny,Draconic,Bluff,Might of the Mountain,Winger Aasimar
,Tiefling,Gargantuan,Halfling,Streetwise,Elusivness,Elemental Born
,Eladrin DMG,Gargantuan,Orc,Insight,Escape Artist,Holy Elf
,Eladrin DMG,Tiny,Sylvan,Bluff,Wisp Spirit,Dragon Elf
,Minotaur,Gargantuan,Celestial,Streetwise,Heroic Presence,Half Dragon
,Half-Orc,Large,Terran,Athletics,Nature Resistence,Fey Heritage
,Human,Gargantuan,Primordial,Arcana,Diplomacy,Reaper Aasimar
,Half-Orc,Medium,Giant,Arcana,Engineering Specialist,Arcadian
,Protector Aasimar,Huge,Common,Thievery,Every Man for Himself,Elemental Born
,Aarakocra,Medium,Celestial,Arcana,Wisp Spirit,Half Dragon
,Wood Elf,Tiny,Giant,Streetwise,Frost Resistance,Dragon Elf
,Kobold,Large,Gnomish,Religion,Escape Artist,Firebeard Dwarf
,Rock Gnome,Gargantuan,Halfling,Diplomacy,Draenei,Dragon Child
,Dragonborn,Medium,Deep Speech,Bluff, Shadow Meld, Burly Halfling
,Lightfoot Halfling,Tiny,Undercommon,Religion,Heroic Presence,Holy Elf
,Lineage - Mamm,Huge,Halfling,Religion,Engineering Specialist,Arcadian
,Variant,Gargantuan,Dravish,Intimidate,Engineering Specialist,Winger Aasimar
,Human,Gargantuan,Abyssal,Endurance,The Human Spirit,Deep Dwarf
,Hill Dwarf,Small,Druidic,Intimidate,Shadow Resistence,Fey Heritage
,Shadow Elf,Huge,Druidic,Stealth,Frost Resistance,Arcadian
,Tiefling,Medium,Infernal,Stealth,Engineering Specialist,Sunfire Elf
,Human,Large,Goblin,Arcana,Touch of Elune,Sunfire Elf
,High Elf,Large,Infernal,Athletics,Frost Resistance,Deep Dwarf
,Protector Aasimar,Medium,Gnomish,Arcana,Wisp Spirit,Urban Elf
,High Elf,Tiny,Draconic,Religion,Every Man for Himself, Burly Halfling
,Hill Dwarf,Huge,Undercommon,Heal,Shadow Resistence,Arcadian
,Fallen Aasimar,Huge,Abyssal,Streetwise,Nature Resistence, Burly Halfling
,Lightfoot Halfling,Small,Primordial,Insight,Diplomacy,Sunfire Elf
,Tabaxi,Tiny,Gnoll,Nature,The Human Spirit,Crystal Born
,Half Elf/Half Siren,Medium,Deep Speech,Endurance,The Human Spirit,Deep Dwarf
,firbolg,Gargantuan,Ignan,Diplomacy,Arcane Resistance,Dragon Child
,Tiefling,Tiny,Undercommon,Arcana,Elusivness,Brae Dwarf
,Changeling,Huge,Infernal,Streetwise,Touch of Elune,Crystal Born
,Tabaxi,Medium,Primordial,Religion,Diplomacy,Brae Dwarf
,Goblin,Medium,Sylvan,Diplomacy,Might of the Mountain,Mothra Aasimar
,Tabaxi,Large,Gnoll,Religion,Quickness,Firebeard Dwarf
,Tabaxi,Tiny,Orc,Dungeoneering,Nature Resistence,Half-Celestial
,Stout Halfling,Small,Abyssal,Athletics, Shadow Meld,Elemental Born
,Human,Medium,Druidic,Diplomacy,Touch of Elune,Dragon Child
,Dark Elf,Large,Abyssal,Arcana,Escape Artist, Burly Halfling
,High Elf,Small,Gnomish,Religion,Escape Artist,Arcadian
,Human,Large,Auran,Athletics,Heroic Presence,Half Dragon
,Yuan-ti Pureblood,Huge,Aquan,Diplomacy,Explorer,Arcadian
,Human,Small,Undercommon,Athletics,Nature Resistence,Dragon Child
,Goliath,Large,Ignan,Athletics,The Human Spirit, Zombie
,Dragonborn,Medium,Ignan,Diplomacy, Shadow Meld,Deep Dwarf
,Vedalken,Tiny,Ignan,Dungeoneering,Escape Artist, Burly Halfling
,Protector Aasimar,Medium,Halfling,Athletics,Draenei,Volcano Dwarf
,Earth Genasi,Huge,Druidic,Thievery,Frost Resistance,Dragon Child
,Serpentblood,Huge,Ignan,Nature,The Human Spirit,Winger Aasimar
,Half-Elf,Gargantuan,Celestial,Religion,Quickness,Urban Elf
,Serpentblood,Large,Common,Thievery,Every Man for Himself,Deep Dwarf
,Half-Elf,Huge,Common,Athletics,Every Man for Himself,Winger Aasimar
,Human,Huge,Orc,Thievery,The Human Spirit,Half Dragon
,Fallen Aasimar,Medium,Celestial,Insight,Touch of Elune,Volcano Dwarf
,Fallen Aasimar,Tiny,Undercommon,Bluff,Every Man for Himself,Volcano Dwarf
,Tabaxi,Medium,Undercommon,Arcana,Heroic Presence,Mothra Aasimar
,Hill Dwarf,Medium,Common,Bluff,Gift of the Naaru,Half Dragon
,Hill Dwarf,Huge,Primordial,Thievery, Expansive Mind,Titanborn
,Shadow Elf,Small,Orc,Streetwise,Wisp Spirit,Holy Elf
,Dragonborn,Medium,Undercommon,Dungeoneering,Arcane Resistance,Brae Dwarf
,Dragonborn,Tiny,Sylvan,Bluff, Expansive Mind,Volcano Dwarf
,Half-Orc,Tiny,Terran,Athletics,Heroic Presence, Zombie
,High Elf,Tiny,Gnoll,Dungeoneering,The Human Spirit,Urban Elf
,Dark Elf,Gargantuan,Gnoll,Nature,Quickness,Sunfire Elf
,Dragonborn,Medium,Druidic,Religion,Explorer,Dragon Elf
,Lightfoot Halfling,Huge,Abyssal,Bluff,Quickness,Reaper Aasimar
,Hill Dwarf,Small,Ignan,Nature,Gem Cutting,Urban Elf
,Dragonborn,Gargantuan,Abyssal,Thievery,Heroic Presence,Mothra Aasimar
,Half-Elf,Huge,Gnomish,Dungeoneering,Nimble Fingers,Firebeard Dwarf
,Turtle,Gargantuan,Goblin,Streetwise,Draenei,Urban Elf
,Tabaxi,Gargantuan,Common,Intimidate,Arcane Resistance,Brae Dwarf
,Protector Aasimar,Medium,Druidic,Diplomacy,Explorer,Dragon Elf
,Tiefling,Gargantuan,Abyssal,Religion,Nature Resistence,Elemental Born
,Half-Elf,Medium,Elvish,Streetwise,Wisp Spirit,Brae Dwarf
,Dark Elf,Small,Goblin,Bluff,Gift of the Naaru,Fey Heritage
,Half-Elf,Huge,Common,Intimidate,Might of the Mountain,Firebeard Dwarf
,Hobgoblin,Large,Elvish,Diplomacy,Touch of Elune,Dragon Elf
,Human,Huge,Dravish,Insight,Every Man for Himself,Winger Aasimar
,Dark Elf,Gargantuan,Common,Stealth,Arcane Resistance,Firebeard Dwarf
,Lightfoot Halfling,Gargantuan,Sylvan,Streetwise,Heroic Presence,Elemental Born
,Fire Genasi,Large,Gnomish,Religion,Nimble Fingers,Volcano Dwarf
,Mountain Dwarf,Large,Sylvan,Dungeoneering,Quickness,Brae Dwarf
,Lizardfolk,Gargantuan,Abyssal,Heal,Gift of the Naaru,Winger Aasimar
,Human,Huge,Giant,Arcana,Nature Resistence,Half-Celestial
,Hill Dwarf,Tiny,Celestial,Heal,Nimble Fingers,Elemental Born
,Dragonborn,Medium,Draconic,Religion,Might of the Mountain,Dragon Elf
,Dragonborn,Tiny,Halfling,Intimidate,Heroic Presence,Titanborn
,Stout Halfling,Tiny,Deep Speech,Endurance,Gem Cutting,Crystal Born
,Forest Gnome,Small,Deep Speech,Streetwise,Engineering Specialist,Holy Elf
,Half-Elf,Large,Deep Speech,Dungeoneering,The Human Spirit,Crystal Born
,High Elf,Gargantuan,Giant,Endurance,Might of the Mountain,Crystal Born
,Dark Elf,Huge,Orc,Intimidate,Diplomacy,Titanborn
,Wood Elf,Small,Common,Bluff,Explorer,Titanborn
,Goliath,Tiny,Auran,Religion,Quickness,Mothra Aasimar
,Dragonborn,Huge,Druidic,Nature,Engineering Specialist,Firebeard Dwarf
,Forest Gnome,Huge,Halfling,Athletics,Nimble Fingers,Elemental Born
,Hill Dwarf,Small,Ignan,Dungeoneering,Elusivness,Firebeard Dwarf
,Wood Elf,Small,Sylvan,Insight,Stone Form,Half-Celestial
,Half-Elf,Medium,Common,Bluff,The Human Spirit,Dragon Child
,Half-Elf,Huge,Orc,Heal, Expansive Mind,Deep Dwarf
,High Elf,Tiny,Terran,Streetwise, Shadow Meld,Half Dragon
,Hill Dwarf,Gargantuan,Aquan,Bluff,Escape Artist,Titanborn
,Mountain Dwarf,Gargantuan,Gnomish,Religion,Arcane Resistance,Dragon Child
,High Elf,Large,Gnoll,Heal, Shadow Meld,Fey Heritage
,Dragonborn,Medium,Goblin,Religion,Wisp Spirit,Titanborn
,Aarakocra,Huge,Infernal,Intimidate,Gem Cutting,Fey Heritage
,Human,Huge,Druidic,Dungeoneering,Every Man for Himself,Reaper Aasimar
,Lightfoot Halfling,Huge,Deep Speech,Insight,Stone Form,Arcadian
,Gray Dwarf,Huge,Gnoll,Arcana,Diplomacy,Volcano Dwarf
,Stout Halfling,Medium,Undercommon,Heal, Shadow Meld,Holy Elf
,Half-Elf,Large,Gnomish,Nature,Frost Resistance,Half-Celestial
,Tiefling,Small,Goblin,Thievery,Touch of Elune,Brae Dwarf
,Mountain Dwarf,Tiny,Ignan,Diplomacy,Diplomacy,Mothra Aasimar
,Tabaxi,Small,Terran,Stealth,Explorer,Arcadian
,Wood Elf,Medium,Gnoll,Arcana,Touch of Elune,Fey Heritage
,Triton,Tiny,Sylvan,Arcana,The Human Spirit,Elemental Born
,Triton,Medium,Infernal,Insight,Quickness,Reaper Aasimar
,Triton,Large,Undercommon,Religion,Draenei,Sunfire Elf
,Human,Large,Druidic,Religion,Gem Cutting, Burly Halfling
