"Race_Name","BG_Name","class","Class_Name","subclass","Level","Proficiency","HP","skills","weapons","Spell_Name","Casting_Time","choices","C_Name","PI_ID","PI_Name","Armor_Class","Story","Job","Characteristics","Ability","Training","Eq_Name","Price","Usage","Size","Language","Abilities","Traits","Components","Duration","Speed"
"Warforged","Entertainer","Fighter 1|Bard 2","Fighter|Bard","|",3,NA,29,"Acrobatics|Investigation|Insight|Perception|Performance|Persuasion","Crossbow, light|Battleaxe","Thunderclap*0|Light*0|Sleep*1|Healing Word*1|Faerie Fire*1|Disguise Self*1|Thunderwave*1","Cha","fighting style/Protection","bold_napier",2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Urban Bounty Hunter","Fighter 4|Sorcerer 3","Fighter|Sorcerer","Eldritch Knight|Draconic Bloodline",7,NA,67,"Athletics|Insight|Perception|Intimidation|Persuasion","Greatsword|Longsword|Crossbow, light","Toll The Dead Wis *0|Fire Bolt*0|Ray Of Frost*0|Acid Splash DEX *0|Shocking Grasp*0|Poison Spray Con*0|Burning Hands DEX *1|Magic Missile*1|Thunderwave CON *1|Shield*1|Magic Weapon*2|Misty Step*2|Scorching Ray*2|Blur*2","Int","metamagic/Quickened Spell*Careful Spell|fighting style/Defense","dazzling_pasteur",2559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Entertainer","Bard 1","Bard",NA,1,NA,11,"Acrobatics|Stealth|Deception|Performance|Persuasion","Rapier|Dagger","Vicious mockery*0|Minor Illusion*0|Charm Person*1|Disguise Self*1|Faerie Fire*1|Sleep*1","Cha",NA,"relaxed_noyce",2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Entertainer","Bard 1","Bard",NA,1,NA,11,"Acrobatics|Stealth|Deception|Performance|Persuasion","Rapier|Dagger",NA,"Cha",NA,"relaxed_noyce",2561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Noble","Wizard 10","Wizard","School of Necromancy",10,NA,82,"Arcana|History|Investigation|Persuasion","Quarterstaff","Animate Dead*3","Int",NA,"friendly_brattain",2562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","City Watch","Fighter 19|Barbarian 3","Fighter|Barbarian","Champion|Path of the Berserker",22,"Great Weapon Master|Heavy Armor Master|Sentinel|Lucky|Athlete|Tough|Mobile",227,"Athletics|Acrobatics|History|Insight|Intimidation","Greatsword|Maul",NA,"Int","fighting style/Great Weapon Fighting*Defense","wizardly_yalow",2563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Guild Artisan","Wizard 24","Wizard","School of Conjuration",24,"Spell Sniper|Elven Accuracy|Elemental Adept|War Caster|Lucky",146,"Arcana|Insight|Medicine|Perception|Persuasion","Quarterstaff","Blade Ward*0|Firebolt*0|Green-Flame Blade*0|Ray of Frost*0|Message*0|Control Flames*0|Identify (Free)*1|Find Familiar*1|Catapault*1|Ray Of Sickness*1|Disguise Self*1|Misty Step (Free)*2|Mirror Image*2|Scorching Ray*2|Nystul's Magic Aura*2|Mind Spike*2|Counterspell (Signature)*3|Fireball (Signature)*3|Counterspell*3|Dispel Magic*3|Summon Lesser Demons*3|Vampiric Touch*3|Dimension Door*4|Summon Greater Demon*4|Mordenkainen's Faithful Hound*4|Steel Wind Strike*5|Bigby's Hand*5|Contingency*6|Tenser's Transformation*6|Reverse Gravity*7|Forcecage*7|Sunburst*8|Antimagic Shield*8|Clone (Has A Clone) *8|Wish*9|Invulnerability*9","Int",NA,"flamboyant_meitner",2564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Urchin","Rogue 5|Wizard 3","Rogue|Wizard","Assassin|War Magic",8,NA,63,"Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion","Shortsword|Dagger",NA,"Int","expertise/Stealth*Perception","pensive_mestorf",2565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fallen Aasimar","Acolyte","Paladin 5|Warlock 2","Paladin|Warlock","Oath of Conquest|The Hexblade",7,NA,58,"Athletics|Religion|Insight|Intimidation","Longsword|Longsword","Armor of Agathys*1|Command*1|Hold Person*2|Spiritual Weapon*2","Cha","eldritch invocations/Repelling Blast*Agonizing Blast|fighting style/Dueling","nifty_ptolemy",2566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Charlatan","Warlock 6","Warlock","The Fiend",6,"Flames of Phlegethos",60,"Sleight of Hand|Arcana|Deception|Intimidation|Persuasion","Crossbow, light|Dagger",NA,"Cha","pact boon/Pact of the Chain|eldritch invocations/Beguiling Influence*Agonizing Blast*Voice of the Chain Master","dreamy_burnell",2567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Sage","Warlock 5","Warlock","The Archfey",5,"Moderately Armored",36,"Arcana|History|Religion|Deception","Quarterstaff|Spear|Dagger","Eldritch Blast*0|Thaumaturgy*0|Prestidigitation*0|Guidance*0|Friends*0|Spare The Dying*0|Hex*1|Hellish Rebuke 1/D*1|Minor Illusion*1|Shatter*2|Hold Person*2|Dispel Magic*3|Major Image*3","Cha","eldritch invocations/Armor of Shadows*Agonizing Blast*Mask of Many Faces|pact boon/Pact of the Tome","jolly_feistel",2568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water Genasi","Sailor","Barbarian 2","Barbarian",NA,2,NA,35,"Athletics|Nature|Perception|Survival","Greataxe|Handaxe|Javelin",NA,"Int",NA,"elastic_kirch",2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Far Traveler","Druid 2","Druid","Circle of the Moon",2,NA,23,"Nature|Insight|Perception|Survival","Scimitar",NA,"Wis","tiefling variants menu/Winged","affectionate_haibt",2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lizardfolk","Knight","Fighter 6","Fighter","Eldritch Knight",6,"Great Weapon Master|War Caster",83,"Athletics|Acrobatics|Arcana|Perception|Survival|Persuasion","Greataxe|Crossbow, light",NA,"Int","fighting style/Great Weapon Fighting","flamboyant_lalande",2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Charlatan","Rogue 11","Rogue","Assassin",11,"Tough",67,"Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Athletics*Acrobatics*Stealth*Sleight of Hand","hungry_leakey",2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Entertainer","Bard 6","Bard","College of Lore",6,"Skilled|Moderately Armored",50,"Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Insight|Perception|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger",NA,"Cha","expertise/Sleight of Hand*Performance","condescending_kilby",2573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Hermit","Monk 7","Monk","Way of the Kensei",7,"Martial Adept",57,"Athletics|Acrobatics|Religion|Medicine","Shortsword|Dart|Unarmed strike",NA,"Int","combat superiority maneuvers/Precision Attack*Maneuvering Attack","pedantic_diffie",2574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goliath","Soldier - Healer","Barbarian 3","Barbarian","Path of the Storm Herald",3,NA,42,"Athletics|Perception|Survival|Intimidation","Maul|Greatclub",NA,"Int",NA,"loving_austin",2575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Acolyte","Cleric 5","Cleric","Life Domain",5,NA,60,"History|Religion|Insight|Medicine","Warhammer","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3","Wis",NA,"cool_aryabhata",2576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Entertainer","Barbarian 1|Fighter 3","Barbarian|Fighter","|Champion",4,"Tavern Brawler",43,"Athletics|Acrobatics|Stealth|Intimidation|Performance","Maul (Sledgehammer)|Metal Bar Stool|Handaxe |Unarmed Strike",NA,"Int","fighting style/Dueling","eager_shtern",2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Entertainer","Barbarian 1|Fighter 4","Barbarian|Fighter","|Champion",5,"Tavern Brawler|Great Weapon Master",56,"Athletics|Acrobatics|Stealth|Intimidation|Performance","Maul (Sledgehammer)|Metal Bar Stool|Handaxe |Unarmed Strike|Scimitar",NA,"Int","fighting style/Dueling","eager_shtern",2578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Criminal","Rogue 3","Rogue","Assassin",3,NA,24,"Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion","Shortsword|Dagger|Shortbow",NA,"Int","expertise/Stealth*Perception","clever_cannon",2579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Cleric 11|Fighter 4","Cleric|Fighter","Tempest Domain|Champion",15,NA,127,"History|Religion|Insight","Warhammer|Crossbow, light","Guidance*0|Thaumaturgy*0|Light*0|Spare The Dying*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Bless*1|Guiding Bolt*1|Healing Word*1|Gust of Wind*2|Shatter*2|Lesser Restoration*2|Prayer Of Healing*2|Spiritual Weapon*2|Call Lightning*3|Sleet Storm*3|Mass Healing Word*3|Remove Curse*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5","Wis","fighting style/Defense","zen_lewin",2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Sage","Barbarian 1|Bard 1|Cleric 1|Druid 1|Fighter 1|Monk 1|Paladin 1|Ranger 1|Rogue 1|Sorcerer 1","Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer","||Knowledge Domain|||||||Shadow Magic",10,NA,69,"Athletics|Acrobatics|Arcana|History|Religion|Perception|Survival|Performance","Maul|Handaxe|Javelin|Unarmed strike|Longbow","Bard: Blade Ward*0|Bard: Light*0|Bard: Mending*0|Bard: Vicious Mockery*0|3 Cleric: Sacred Flame*0|Cleric: Spare The Dying*0|Cleric: Thaumaturgy*0|Druid: Druidcraft*0|Druid: Thorn Whip*0|Sorc.: Shocking Grasp*0|4 Sorc: True Strike*0|Sorc.: Fire Bolt*0|Sorc.: Poison Spray*0|Bard: Dissonant Whispers*1|Bard: Tasha's Hideous Laughter*1|Cleric (D): Command*1|Cleric (D): Identify*1|1 Cleric: Cure Wounds*1|2 Cleric: Bane*1|2 Druid: Entangle*1|Druid: Goodberry*1|2 Sorc.: Magic Missile*1|Sorc.: Shield*1","Int","expertise/Thieves' Tools*Acrobatics|fighting style/Great Weapon Fighting","jovial_elion",2581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Cleric 3","Cleric","Forge Domain",3,NA,18,"Animal Handling|Medicine|Survival|Persuasion","Mace|Crossbow, light","Mending*0|Resistance*0|Guidance*0|Spare The Dying*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield Of Faith*1|Swap-> Purify and Food and Drink*1|Heat Metal*2|Magic Weapon*2","Wis",NA,"eloquent_mestorf",2582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protector Aasimar","Guild Member - Justice","Paladin 1","Paladin",NA,1,NA,14,"Religion|Persuasion","Flail|Javelin",NA,"Cha",NA,"ecstatic_ride",2583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Far Traveler","Wizard 6","Wizard","School of Necromancy",6,NA,34,"Arcana|Insight|Perception","Quarterstaff|Crossbow, light|Dagger","Firebolt*0|Chill Touch*0|Frostbite*0|Minor Illusion*0|Toll the Dead*0|Magic Missile*1|Mage Armor*1|Burning Hands*1|Shield*1|Detect Magic*1|Tasha's Hideous Laughter*1|Unseen Servant*1|Shatter*2|Hold Person*2|Agannazar's Scorcher*2|Ray of Enfeeblement*2|Suggestion*2|Animate Dead*3|Fear*3|Lighting Bolt*3","Int",NA,"romantic_fermi",2584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goblin","Guild Member - Technology","Wizard 7","Wizard","School of Invention",7,"War Caster",37,"Arcana|History|Investigation|Insight","Produce Flame|Shocking Grasp|Ray of Frost","Prestidigitation*0|Produce Flame*0|Shocking Grasp*0|Ray of Frost*0|Absorb Elements*1|Mage Armor*1|Chaos Bolt*1|Detect Magic*1|Identify*1|Unseen Servant*1|Grease*1|Burning Hands*1|Shield*1|Dragon's Breath*2|Mirror Image*2|Shatter*2|Magic Weapon*2|Lightning Bolt*3|Counterspell*3|Fireball*3|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4","Int",NA,"confident_zhukovsky",2585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Charlatan","Rogue 6","Rogue","Swashbuckler",6,"Magic Initiate",53,"Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion","Shortsword|Shortsword|Dagger","Booming Blade*0|Green Flame Blade*0|Find Familiar*1","Int","expertise/Stealth*Acrobatics*Sleight of Hand*Perception","hardcore_noether",2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Criminal","Barbarian 6","Barbarian","Path of the Berserker",6,NA,80,"Athletics|Stealth|Perception|Deception|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"reverent_rhodes",2587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Faction Agent","Sorcerer 6","Sorcerer","Draconic Bloodline",6,NA,47,"Insight|Perception|Deception|Persuasion","Crossbow, light|Dagger|Sling","Fire Bolt*0|Acid Splash*0|Create Bonfire*0|Message*0|Shocking Hands*0|Thaumaturgy (Tiefling)*0|Shield*1|Hellish Rebuke (Tiefling)*1|Scorching Ray*2|Mirror Image*2|Pyrotechnics*2|Darkness (Tiefling)*2|Fire Ball*3|Melf's Minute Meteor*3|Burning Hands*3","Cha","metamagic/Quickened Spell*Empowered Spell","priceless_lamport",2588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Soldier","Sorcerer 4","Sorcerer","Draconic Bloodline",4,NA,30,"Athletics|Arcana|Insight|Intimidation","Crossbow, light|Dagger","Fire Bolt*0|Create Bonfire*0|Shocking Grasp*0|Frostbite*0|Mage Hand*0|Shield*1|Thunderwave*1|Aganazzer's Scorcher*2|Scorching Ray*2|Misty Step*2","Cha","metamagic/Twinned Spell*Quickened Spell","charming_mahavira",2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Sailor","Ranger 1","Ranger",NA,1,NA,12,"Athletics|Nature|Perception|Survival","Shortsword|Longbow",NA,"Wis",NA,"wizardly_lehmann",2590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goblin","Sailor","Ranger 1","Ranger",NA,1,NA,12,"Athletics|Nature|Perception|Survival","Shortsword|Longbow",NA,"Wis",NA,"awesome_ishizaka",2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Acolyte","Fighter 8","Fighter","Samurai",8,NA,77,"History|Religion|Insight|Perception","Shortsword|Crossbow, light",NA,"Int","fighting style/Dueling","charming_chandrasekhar",2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantine","Acolyte","Cleric 5","Cleric","Forge Domain",5,NA,58,"History|Religion|Insight|Medicine","Mace|Crossbow, light","Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3","Wis",NA,"friendly_darwin",2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Soldier","Sorcerer 4","Sorcerer","Draconic Bloodline",4,NA,30,"Athletics|Arcana|Insight|Intimidation","Crossbow, light|Dagger","Fire Bolt*0|Create Bonfire*0|Shocking Grasp*0|Frostbite*0|Mage Hand*0|Shield*1|Thunderwave*1|Aganazzer's Scorcher*2|Scorching Ray*2|Misty Step*2","Cha","metamagic/Twinned Spell*Quickened Spell","charming_mahavira",2594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Hermit","Monk 8","Monk","Way of the Four Elements",8,NA,42,"Athletics|History|Religion|Medicine","Dart|Unarmed strike",NA,"Int","elemental disciplines/Fangs of the Fire Snake*Fist of Unbroken Air","vigilant_poincare",2595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earth Genasi","Mercenary Veteran","Fighter 11","Fighter","Samurai",11,"Dual Wielder|Sentinel",143,"Athletics|Acrobatics|History|Perception|Persuasion","Longsword|Longsword|Crossbow, light",NA,"Int","fighting style/Two-Weapon Fighting","zen_babbage",2596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orc","Barbarian Tribe Member","Barbarian 1","Barbarian",NA,1,NA,9,"Athletics|Nature|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin",NA,"Int",NA,"optimistic_bose",2597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Haunted One","Ranger 1","Ranger",NA,1,NA,5,"Athletics|Stealth|Arcana|Investigation|Animal Handling|Insight|Survival","Shortsword|Longbow",NA,"Wis",NA,"youthful_goodall",2598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Custom","Rogue 1","Rogue",NA,1,NA,11,"Stealth|Insight|Deception|Persuasion","Rapier|Shortbow|Dagger",NA,"Int","expertise/Deception","goofy_wu",2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Noble","Rogue 4","Rogue","Arcane Trickster",4,NA,19,"Sleight of Hand|Stealth|History|Insight|Perception|Deception|Performance|Persuasion","Rapier|Shortbow|Dagger","Minor Illusion*0|Create Bonfire*0|Firebolt*0|Catapult*1|Disguise Self*1|Magic Missile*1|Hideous Laughter*1","Int","expertise/Sleight of Hand*Deception","nifty_newton",2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goblin","Sailor","Ranger 1","Ranger",NA,1,NA,11,"Athletics|Insight|Perception|Survival","Shortsword|Longbow",NA,"Wis",NA,"awesome_ishizaka",2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Sage","Warlock 2","Warlock","The Great Old One",2,NA,15,"Arcana|History|Religion|Deception","Sickle|Dagger|Dagger","Eldritch Blast (agonizing)*0|Chill Touch*0|Thaumaturgy*0|Dissonant Whispers*1|Armor of Agathys*1|Hex*1","Cha","eldritch invocations/Devil's Sight*Agonizing Blast","eloquent_jang",2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Sage","Warlock 2","Warlock","The Great Old One",2,NA,15,"Arcana|History|Religion|Deception","Sickle|Dagger|Dagger","Eldritch Blast (agonizing)*0|Chill Touch*0|Thaumaturgy*0|Dissonant Whispers*1|Armor of Agathys*1|Hex*1","Cha","eldritch invocations/Devil's Sight*Agonizing Blast","eloquent_jang",2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Hermit","Wizard 1","Wizard",NA,1,NA,3,"Arcana|Investigation|Religion|Medicine","Quarterstaff",NA,"Int",NA,"boring_gagarin",2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Charlatan","Rogue 5","Rogue","Assassin",5,"Crossbow Expert",42,"Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion","Crossbow, Light|Shortsword|Dagger",NA,"Int","expertise/Stealth*Sleight of Hand","charming_bell",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Sage","Druid 1","Druid",NA,1,NA,10,"Arcana|History|Nature|Animal Handling|Medicine|Survival","Crossbow, light|Quarterstaff",NA,"Wis",NA,"focused_dhawan",2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Guild Member - Spycraft","Monk 11|Rogue 5","Monk|Rogue","Way of Shadow|Assassin",16,"Skulker|Athlete|Prodigy",124,"Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception","Shortsword|Dart|Unarmed strike",NA,"Int","expertise/Stealth*Acrobatics","jolly_einstein",2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goblin","Criminal","Rogue 1","Rogue",NA,1,NA,10,"Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Stealth*Sleight of Hand","sharp_hermann",2608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Custom","Warlock 1","Warlock","The Hexblade",1,NA,10,"History|Survival","Mace|Spear|Dagger",NA,"Cha",NA,"nostalgic_feistel",2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Soldier","Fighter 2","Fighter",NA,2,NA,17,"Athletics|Perception|Survival|Intimidation","Halberd|Shortsword|Handaxe",NA,"Int","fighting style/Defense","condescending_lovelace",2610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Criminal","Rogue 2","Rogue",NA,2,"Crossbow Expert",17,"Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Shortsword|Dagger|Crossbow, hand|Crossbow, light|Blackjack",NA,"Int","expertise/Thieves' Tools*Stealth","musing_almeida",2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Noble","Sorcerer 2","Sorcerer","Wild Magic",2,NA,14,"Arcana|History|Insight|Perception|Persuasion","Quarterstaff|Dagger",NA,"Cha",NA,"brave_burnell",2612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lizardfolk","Outlander","Cleric 6","Cleric","Forge Domain",6,NA,48,"Athletics|Religion|Insight|Perception|Survival","Crossbow, light|Warhammer","Light*0|Sacred Flames*0|Spare the Dying*0|Identify*1|Searing Smite*1|Cure Wounds*1|Healing Word*1|Inflict Wounds*1|Guiding Bolt*1|Heat Metal*2|Magic Weapon*2|Spiritual Weapon*2|Aid*2|Zone*2|Elemental Weapon*3|Protection from Energy*3|Spirit Guardian*3|Revivify*3","Wis",NA,"elastic_easley",2613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goliath","Soldier","Blood Hunter 6","Blood Hunter","Order of the Ghostslayer",6,"Heavily Armored",63,"Athletics|Investigation|Insight|Survival|Intimidation","Greatsword|Crossbow, light",NA,"Int","blood curses/Eyeless*Mutual Suffering|fighting style/Great Weapon Fighting|primal rites/Rite of the Frozen*Rite of the Storm","elegant_ramanujan",2614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Entertainer","Barbarian 1","Barbarian",NA,1,NA,15,"Athletics|Acrobatics|Intimidation|Performance","Maul|Javelin|Light hammer",NA,"Int",NA,"jovial_swanson",2615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Hermit","Monk 1","Monk",NA,1,NA,10,"Acrobatics|History|Religion|Medicine","Quarterstaff|Dart|Unarmed strike",NA,"Int",NA,"friendly_knuth",2616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dark Elf","Entertainer","Bard 6","Bard","College of Lore",6,NA,46,"Acrobatics|Sleight of Hand|Stealth|Arcana|Investigation|Perception|Deception|Performance|Persuasion","Rapier|Dagger|Crossbow, light","Vicious Mockery*0|Minor Illusion*0|Friends*0|Dancing Lights (Drow)*0|Dissonant Whispers*1|Faerie Fire*1|Tasha's Hideous Laughter*1|Cure Wounds*1|Faerie Fire (Drow, 1/Dia)*1|Heat Metal*2|Phantasmal Force*2|Darkness (Drow, 1/Dia)*2|Bestow Curse*3|Enemies Abound*3|Hypnotic Pattern*3","Cha","expertise/Perception*Acrobatics","youthful_grothendieck",2617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Criminal","Rogue 8","Rogue","Thief",8,NA,46,"Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Stealth*Acrobatics*Thieves' Tools*Persuasion","dazzling_lewin",2618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Hermit","Warlock 12","Warlock","The Fiend",12,NA,85,"Arcana|Religion|Medicine|Intimidation","Mace|Dagger",NA,"Cha","pact boon/Pact of the Tome|eldritch invocations/Armor of Shadows*Agonizing Blast*Aspect of the Moon*Sculptor of Flesh*One with Shadows*Sign of Ill Omen","stupefied_jepsen",2619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Ranger 8","Ranger","Hunter",8,NA,76,"Nature|Animal Handling|Insight|Perception|Survival","Shortsword|Longbow",NA,"Wis","fighting style/Archery","mystifying_brahmagupta",2620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Folk Hero","Cleric 12","Cleric","Tempest Domain",12,NA,127,"History|Religion|Animal Handling|Survival","Warhammer|Crossbow, light","Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4|Destructive Wave*5|Insect Plague*5","Wis",NA,"gifted_khayyam",2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
